subject	world	squarepath	step	squaretype	rt	numopen	Nr	Sr	Nl	Sl	Nu	Su	Nd	Sd	action	existsL	existsR	existsU	existsD	blackremains
S989739	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);	4	N	294	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S989739	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);	5	N	552	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S989739	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	6	D	288	5	0	0	0	0	6	1	5	1	U	TRUE	TRUE	TRUE	TRUE	19
S989739	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);	7	N	376	0	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	19
S989739	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);	8	O	782	6	0	0	0	0	0	0	0	0	D	TRUE	TRUE	TRUE	TRUE	13
S989739	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);	9	N	320	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	13
S989739	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);	10	N	669	0	0	0	0	0	0	0	0	0	D	TRUE	TRUE	TRUE	TRUE	13
S989739	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);	11	N	281	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	13
S989739	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	12	D	888	5	2	1	2	2	0	0	0	0	R	TRUE	TRUE	TRUE	FALSE	8
S989739	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);	13	N	278	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	8
S989739	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	14	D	480	2	0	0	2	4	0	0	5	1	D	TRUE	FALSE	FALSE	TRUE	6
S989739	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	15	N	296	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S989739	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	16	G	464	5	0	0	1	0	1	6	0	0	L	TRUE	FALSE	TRUE	FALSE	0
S989739	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);	17	N	241	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S989739	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);	18	N	239	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S989739	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	19	N	534	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S990120	ikea	p(0,0);	0	X	1836	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	FALSE	TRUE	0
S990120	ikea	p(0,0);p(0,1);	1	N	336	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	29
S990120	ikea	p(0,0);p(0,1);p(0,2);	2	N	335	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	29
S990120	ikea	p(0,0);p(0,1);p(0,2);p(0,3);	3	O	552	5	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	FALSE	24
S990120	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);	4	N	406	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S990120	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);	5	N	710	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S990120	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	6	D	1530	5	0	0	0	0	6	1	5	1	U	TRUE	TRUE	TRUE	TRUE	19
S990120	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);	7	N	382	0	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	19
S990120	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);	8	O	1146	6	0	0	0	0	0	0	0	0	D	TRUE	TRUE	TRUE	TRUE	13
S990120	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);	9	N	422	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	13
S990120	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);	10	N	468	0	0	0	0	0	0	0	0	0	D	TRUE	TRUE	TRUE	TRUE	13
S990120	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);	11	N	624	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	13
S990120	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	12	D	678	5	2	1	2	2	0	0	0	0	R	TRUE	TRUE	TRUE	FALSE	8
S990120	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);	13	N	850	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	8
S990120	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	14	D	1014	2	0	0	2	4	0	0	5	1	D	TRUE	FALSE	FALSE	TRUE	6
S990120	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	15	N	352	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S990120	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	16	G	350	5	0	0	1	0	1	6	0	0	L	TRUE	FALSE	TRUE	FALSE	0
S990120	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);	17	N	422	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S990120	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);	18	N	350	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S990120	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	19	N	438	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S994778	ikea	p(0,0);	0	X	5059	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	FALSE	TRUE	0
S994778	ikea	p(0,0);p(0,1);	1	N	407	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	29
S994778	ikea	p(0,0);p(0,1);p(0,2);	2	N	496	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	29
S994778	ikea	p(0,0);p(0,1);p(0,2);p(0,3);	3	O	688	5	0	0	0	0	0	0	0	0	R	FALSE	TRUE	TRUE	FALSE	24
S994778	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);	4	N	456	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S994778	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);	5	N	440	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	24
S994778	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);	6	D	872	5	0	0	0	0	6	1	5	1	U	TRUE	TRUE	TRUE	TRUE	19
S994778	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);	7	N	448	0	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	19
S994778	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);	8	O	2240	6	0	0	0	0	0	0	0	0	D	TRUE	TRUE	TRUE	TRUE	13
S994778	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);	9	N	1016	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	13
S994778	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);	10	N	560	0	0	0	0	0	0	0	0	0	D	TRUE	TRUE	TRUE	TRUE	13
S994778	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);	11	N	432	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	13
S994778	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	12	D	1136	5	2	1	2	2	0	0	0	0	R	TRUE	TRUE	TRUE	FALSE	8
S994778	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);	13	N	752	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	8
S994778	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	14	D	656	2	0	0	2	4	0	0	5	1	D	TRUE	FALSE	FALSE	TRUE	6
S994778	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	15	N	400	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S994778	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	16	G	1000	5	0	0	1	0	1	6	0	0	L	TRUE	FALSE	TRUE	FALSE	0
S994778	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);	17	N	424	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S994778	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);	18	N	408	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S994778	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	19	N	424	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	0
S11135	labyrinth3	p(0,0);	0	X	1618	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	FALSE	0
S11135	labyrinth3	p(0,0);p(1,0);	1	N	575	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	22
S11135	labyrinth3	p(0,0);p(1,0);p(2,0);	2	N	544	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	22
S11135	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	3	O	1369	5	0	0	0	0	0	0	0	0	D	TRUE	FALSE	FALSE	TRUE	17
S11135	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	504	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	17
S11135	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	N	536	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	17
S11135	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	6	D	1920	6	4	1	2	1	0	0	5	1	R	TRUE	TRUE	TRUE	TRUE	11
S11135	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);	7	N	600	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	11
S11135	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	8	O	1040	4	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	FALSE	7
S11135	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);	9	N	480	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	7
S11135	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);	10	N	864	0	0	0	0	0	0	0	0	0	D	TRUE	TRUE	TRUE	TRUE	7
S11135	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);	11	N	600	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	7
S11135	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);	12	O	904	5	0	0	0	0	0	0	0	0	U	TRUE	TRUE	TRUE	FALSE	2
S11135	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(3,4);	13	N	464	0	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	2
S11135	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);	14	N	488	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	2
S11135	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);	15	N	471	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	2
S11135	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);	16	G	929	2	0	0	1	0	1	0	0	0	U	TRUE	TRUE	TRUE	FALSE	0
S11135	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);p(1,2);	17	N	415	0	0	0	0	0	0	0	0	0	L	TRUE	FALSE	FALSE	TRUE	0
S123177	labyrinth3	p(0,0);	0	X	1924	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	FALSE	0
S123177	labyrinth3	p(0,0);p(1,0);	1	N	519	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	22
S123177	labyrinth3	p(0,0);p(1,0);p(2,0);	2	N	756	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	22
S123177	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	3	O	22127	5	0	0	0	0	0	0	0	0	D	TRUE	FALSE	FALSE	TRUE	17
S123177	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	606	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	17
S123177	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	N	812	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	17
S123177	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	6	D	17183	6	4	1	2	1	0	0	5	1	L	TRUE	TRUE	TRUE	TRUE	11
S123177	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);	7	N	448	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	11
S123177	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	8	G	922	2	0	0	1	0	1	0	0	0	U	TRUE	TRUE	TRUE	FALSE	0
S123177	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);	9	N	362	0	0	0	0	0	0	0	0	0	L	TRUE	FALSE	FALSE	TRUE	0
S126242	labyrinth3	p(0,0);	0	X	3793	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	FALSE	0
S126242	labyrinth3	p(0,0);p(1,0);	1	N	624	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	22
S126242	labyrinth3	p(0,0);p(1,0);p(2,0);	2	N	600	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	22
S126242	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	3	O	5800	5	0	0	0	0	0	0	0	0	D	TRUE	FALSE	FALSE	TRUE	17
S126242	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	535	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	17
S126242	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	N	504	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	17
S126242	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	6	D	640	6	4	1	2	1	0	0	5	1	L	TRUE	TRUE	TRUE	TRUE	11
S126242	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);	7	N	448	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	11
S126242	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	8	G	816	2	0	0	1	0	1	0	0	0	L	TRUE	TRUE	TRUE	FALSE	0
S126242	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(0,3);	9	N	448	0	0	0	0	0	0	0	0	0	U	FALSE	TRUE	TRUE	FALSE	0
S14208	labyrinth3	p(0,0);	0	X	1550	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	FALSE	0
S14208	labyrinth3	p(0,0);p(1,0);	1	N	511	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	22
S14208	labyrinth3	p(0,0);p(1,0);p(2,0);	2	N	623	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	22
S14208	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	3	O	1032	5	0	0	0	0	0	0	0	0	D	TRUE	FALSE	FALSE	TRUE	17
S14208	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	573	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	17
S14208	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	N	617	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	17
S14208	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	6	D	1180	6	4	1	2	1	0	0	5	1	R	TRUE	TRUE	TRUE	TRUE	11
S14208	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);	7	N	566	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	11
S14208	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	8	O	982	4	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	FALSE	7
S14208	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);	9	N	572	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	7
S14208	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);	10	N	860	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	7
S14208	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);	11	N	493	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	7
S14208	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	12	G	872	2	0	0	1	0	1	0	0	0	L	TRUE	TRUE	TRUE	FALSE	0
S14208	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(0,3);	13	N	565	0	0	0	0	0	0	0	0	0	U	FALSE	TRUE	TRUE	FALSE	0
S156147	labyrinth3	p(0,0);	0	X	1257	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	FALSE	0
S156147	labyrinth3	p(0,0);p(1,0);	1	N	472	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	22
S156147	labyrinth3	p(0,0);p(1,0);p(2,0);	2	N	463	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	22
S156147	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	3	O	612	5	0	0	0	0	0	0	0	0	D	TRUE	FALSE	FALSE	TRUE	17
S156147	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	869	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	17
S156147	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	N	513	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	17
S156147	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	6	D	1630	6	4	1	2	1	0	0	5	1	D	TRUE	TRUE	TRUE	TRUE	11
S156147	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);	7	N	705	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	11
S156147	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	8	O	1287	5	0	0	0	0	0	0	0	0	U	TRUE	TRUE	TRUE	FALSE	6
S156147	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);	9	N	477	0	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	6
S156147	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);	10	N	380	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	TRUE	TRUE	6
S156147	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);	11	N	470	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	6
S156147	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);	12	O	1916	4	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	FALSE	2
S156147	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);p(4,3);	13	N	951	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	FALSE	FALSE	2
