subject	world	squarepath	step	squaretype	rt	numopen	Nr	Sr	Nl	Sl	Nu	Su	Nd	Sd	action	existsL	existsR	existsU	existsD	blackremains
S29058	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	696	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S29058	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	856	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S293561	courtyard	p(0,0);	0	X	4485	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S293561	courtyard	p(0,0);p(1,0);	1	N	848	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S293561	courtyard	p(0,0);p(1,0);p(2,0);	2	N	792	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S293561	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	680	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S293561	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	560	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S293561	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	1192	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S294201	courtyard	p(0,0);	0	X	9653	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S294201	courtyard	p(0,0);p(1,0);	1	N	414	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S294201	courtyard	p(0,0);p(1,0);p(2,0);	2	N	383	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S294201	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	1177	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S294201	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	722	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S294201	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	1002	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S294423	courtyard	p(0,0);	0	X	1769	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S294423	courtyard	p(0,0);p(1,0);	1	N	279	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S294423	courtyard	p(0,0);p(1,0);p(2,0);	2	N	371	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S294423	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	552	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S294423	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	357	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S294423	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	720	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S299579	courtyard	p(0,0);	0	X	43793	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S299579	courtyard	p(0,0);p(1,0);	1	N	498	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S299579	courtyard	p(0,0);p(1,0);p(2,0);	2	N	557	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S299579	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	821	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S299579	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	545	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S299579	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	3086	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S299693	courtyard	p(0,0);	0	X	1295	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S299693	courtyard	p(0,0);p(1,0);	1	N	451	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S299693	courtyard	p(0,0);p(1,0);p(2,0);	2	N	531	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S299693	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	1377	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S299693	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	407	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S299693	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	1222	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S311128	courtyard	p(0,0);	0	X	1112	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S311128	courtyard	p(0,0);p(1,0);	1	N	320	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S311128	courtyard	p(0,0);p(1,0);p(2,0);	2	N	447	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S311128	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	1264	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S311128	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	352	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S311128	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	760	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S319548	courtyard	p(0,0);	0	X	2598	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S319548	courtyard	p(0,0);p(1,0);	1	N	453	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S319548	courtyard	p(0,0);p(1,0);p(2,0);	2	N	395	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S319548	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	807	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S319548	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	393	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S319548	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	358	2	0	0	0	0	0	0	0	0	D	TRUE	TRUE	TRUE	TRUE	0
S319548	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	6	N	817	0	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	0
S319548	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,2);	7	N	322	0	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S334404	courtyard	p(0,0);	0	X	6441	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S334404	courtyard	p(0,0);p(1,0);	1	N	438	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S334404	courtyard	p(0,0);p(1,0);p(2,0);	2	N	529	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S334404	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	508	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S334404	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	475	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S334404	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	679	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S336295	courtyard	p(0,0);	0	X	3866	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S336295	courtyard	p(0,0);p(1,0);	1	N	593	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S336295	courtyard	p(0,0);p(1,0);p(2,0);	2	N	353	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S336295	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	727	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S336295	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	409	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S336295	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	689	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S337973	courtyard	p(0,0);	0	X	10428	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S337973	courtyard	p(0,0);p(1,0);	1	N	405	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S337973	courtyard	p(0,0);p(1,0);p(2,0);	2	N	578	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S337973	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	812	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S337973	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	552	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S337973	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	813	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S34222	courtyard	p(0,0);	0	X	3723	0	0	0	0	0	0	0	0	0	D	FALSE	TRUE	FALSE	TRUE	0
S34222	courtyard	p(0,0);p(0,1);	1	N	404	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
S34222	courtyard	p(0,0);p(0,1);p(0,2);	2	N	378	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
S34222	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);	3	N	470	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
S34222	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	4	D	948	5	3	2	0	0	3	6	0	0	R	FALSE	TRUE	TRUE	FALSE	5
S34222	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);	5	N	342	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
S34222	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);	6	N	536	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
S34222	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	7	D	679	3	0	0	2	3	2	1	0	0	U	TRUE	TRUE	TRUE	FALSE	2
S34222	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);	8	N	591	0	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	2
S34222	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	9	G	852	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S342386	courtyard	p(0,0);	0	X	5811	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S342386	courtyard	p(0,0);p(1,0);	1	N	495	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S342386	courtyard	p(0,0);p(1,0);p(2,0);	2	N	599	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S342386	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	611	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S342386	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	494	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S342386	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	996	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S34564	courtyard	p(0,0);	0	X	19076	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S34564	courtyard	p(0,0);p(1,0);	1	N	360	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S34564	courtyard	p(0,0);p(1,0);p(2,0);	2	N	336	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S34564	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	556	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S34564	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	488	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S34564	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	881	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S355417	courtyard	p(0,0);	0	X	4305	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S355417	courtyard	p(0,0);p(1,0);	1	N	551	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S355417	courtyard	p(0,0);p(1,0);p(2,0);	2	N	551	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S355417	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	1717	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S355417	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	551	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S355417	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	982	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S357773	courtyard	p(0,0);	0	X	3429	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S357773	courtyard	p(0,0);p(1,0);	1	N	529	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S357773	courtyard	p(0,0);p(1,0);p(2,0);	2	N	633	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S357773	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	2495	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S357773	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	366	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S357773	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	1188	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S365730	courtyard	p(0,0);	0	X	1224	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S365730	courtyard	p(0,0);p(1,0);	1	N	882	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S365730	courtyard	p(0,0);p(1,0);p(2,0);	2	N	436	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S365730	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	999	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S365730	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	432	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S365730	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	1024	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S368470	courtyard	p(0,0);	0	X	2940	0	0	0	0	0	0	0	0	0	D	FALSE	TRUE	FALSE	TRUE	0
S368470	courtyard	p(0,0);p(0,1);	1	N	3144	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
S368470	courtyard	p(0,0);p(0,1);p(0,2);	2	N	392	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
S368470	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);	3	N	401	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
S368470	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	4	D	1495	5	3	2	0	0	3	6	0	0	R	FALSE	TRUE	TRUE	FALSE	5
S368470	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);	5	N	1088	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
S368470	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);	6	N	496	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
S368470	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	7	D	1104	3	0	0	2	3	2	1	0	0	U	TRUE	TRUE	TRUE	FALSE	2
S368470	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);	8	N	480	0	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	2
S368470	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	9	G	632	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S37550	courtyard	p(0,0);	0	X	2025	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S37550	courtyard	p(0,0);p(1,0);	1	N	1618	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S37550	courtyard	p(0,0);p(1,0);p(2,0);	2	N	1326	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S37550	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	1148	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S37550	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	803	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S37550	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	1235	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S376806	courtyard	p(0,0);	0	X	2621	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S376806	courtyard	p(0,0);p(1,0);	1	N	368	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S376806	courtyard	p(0,0);p(1,0);p(2,0);	2	N	383	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S376806	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	922	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S376806	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	485	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S376806	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	788	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S381257	courtyard	p(0,0);	0	X	2650	0	0	0	0	0	0	0	0	0	D	FALSE	TRUE	FALSE	TRUE	0
S381257	courtyard	p(0,0);p(0,1);	1	N	383	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
S381257	courtyard	p(0,0);p(0,1);p(0,2);	2	N	899	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
S381257	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);	3	N	497	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
S381257	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	4	D	982	5	3	2	0	0	3	6	0	0	R	FALSE	TRUE	TRUE	FALSE	5
S381257	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);	5	N	706	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
S381257	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);	6	N	498	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
S381257	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	7	D	751	3	0	0	2	3	2	1	0	0	U	TRUE	TRUE	TRUE	FALSE	2
S381257	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);	8	N	459	0	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	2
S381257	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	9	G	677	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S391243	courtyard	p(0,0);	0	X	4489	0	0	0	0	0	0	0	0	0	D	FALSE	TRUE	FALSE	TRUE	0
S391243	courtyard	p(0,0);p(0,1);	1	N	299	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
S391243	courtyard	p(0,0);p(0,1);p(0,2);	2	N	300	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
S391243	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);	3	N	365	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
S391243	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	4	D	1699	5	3	2	0	0	3	6	0	0	R	FALSE	TRUE	TRUE	FALSE	5
S391243	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);	5	N	299	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
S391243	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);	6	N	369	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
S391243	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	7	D	1001	3	0	0	2	3	2	1	0	0	U	TRUE	TRUE	TRUE	FALSE	2
S391243	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);	8	N	982	0	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	2
S391243	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	9	G	583	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S394005	courtyard	p(0,0);	0	X	1247	0	0	0	0	0	0	0	0	0	D	FALSE	TRUE	FALSE	TRUE	0
S394005	courtyard	p(0,0);p(0,1);	1	N	391	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
S394005	courtyard	p(0,0);p(0,1);p(0,2);	2	N	407	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
S394005	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);	3	N	365	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
S394005	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	4	D	1540	5	3	2	0	0	3	6	0	0	R	FALSE	TRUE	TRUE	FALSE	5
S394005	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);	5	N	316	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
S394005	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);	6	N	374	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
S394005	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	7	D	924	3	0	0	2	3	2	1	0	0	U	TRUE	TRUE	TRUE	FALSE	2
S394005	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);	8	N	368	0	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	2
S394005	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	9	G	758	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S398678	courtyard	p(0,0);	0	X	1515	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S398678	courtyard	p(0,0);p(1,0);	1	N	649	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S398678	courtyard	p(0,0);p(1,0);p(2,0);	2	N	590	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S398678	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	1026	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S398678	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	481	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
S398678	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	798	2	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
S402333	courtyard	p(0,0);	0	X	3081	0	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
S402333	courtyard	p(0,0);p(1,0);	1	N	348	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S402333	courtyard	p(0,0);p(1,0);p(2,0);	2	N	282	0	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
S402333	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	785	4	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
S402333	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	370	0	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
