hash	N	probL	probR	probU	probD	rt	rtL	rtR	rtU	rtD	world	actionstaken	square	existsL	existsR	existsU	existsD	Nr	Sr	Nl	Sl	Nu	Su	Nd	Sd
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);	41	0.3658536585	0	0	0.6341463415	488	424	NA	NA	571.5	labyrinth3	2	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);	26	0	0	0	1	488	NA	NA	NA	488	labyrinth3	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);	26	0	0	1	0	912	NA	NA	912	NA	labyrinth3	1	O	TRUE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(3,4);	26	0	0	1	0	366	NA	NA	366	NA	labyrinth3	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);	26	1	0	0	0	476.5	476.5	NA	NA	NA	labyrinth3	1	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);	26	1	0	0	0	410.5	410.5	NA	NA	NA	labyrinth3	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);	26	0.5	0	0.5	0	895	910	NA	880	NA	labyrinth3	2	G	TRUE	TRUE	TRUE	FALSE	0	0	1	0	1	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);p(1,2);	13	1	0	0	0	429	429	NA	NA	NA	labyrinth3	1	N	TRUE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);	32	1	0	0	0	448	448	NA	NA	NA	labyrinth3	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	32	0.53125	0	0.46875	0	943	921	NA	959	NA	labyrinth3	2	G	TRUE	TRUE	TRUE	FALSE	0	0	1	0	1	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);	15	1	0	0	0	399	399	NA	NA	NA	labyrinth3	1	N	TRUE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(0,3);	17	0	0	1	0	377	NA	NA	377	NA	labyrinth3	1	N	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);	15	1	0	0	0	424	424	NA	NA	NA	labyrinth3	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	15	0.6	0	0.4	0	942	953	NA	911	NA	labyrinth3	2	G	TRUE	TRUE	TRUE	FALSE	0	0	1	0	1	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(0,3);	9	0	0	1	0	354	NA	NA	354	NA	labyrinth3	1	N	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);	46	0	0	0	1	440.5	NA	NA	NA	440.5	labyrinth3	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	46	0	0	1	0	1002	NA	NA	1002	NA	labyrinth3	1	O	TRUE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);	46	0	0	1	0	402.5	NA	NA	402.5	NA	labyrinth3	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);	46	0.3695652174	0.6304347826	0	0	639	784	566	NA	NA	labyrinth3	2	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);	29	0	1	0	0	447	NA	447	NA	NA	labyrinth3	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);	29	1	0	0	0	1440	1440	NA	NA	NA	labyrinth3	1	O	TRUE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);p(4,3);	29	1	0	0	0	406	406	NA	NA	NA	labyrinth3	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);	29	1	0	0	0	375	375	NA	NA	NA	labyrinth3	1	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);	29	1	0	0	0	362	362	NA	NA	NA	labyrinth3	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	28	0.5714285714	0	0.4285714286	0	872.5	974.5	NA	595.5	NA	labyrinth3	2	G	TRUE	TRUE	TRUE	FALSE	0	0	1	0	1	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,2);	12	1	0	0	0	369.5	369.5	NA	NA	NA	labyrinth3	1	N	TRUE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);p(0,3);	13	0	0	1	0	376	NA	NA	376	NA	labyrinth3	1	N	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(0,3);	17	0	0	1	0	314	NA	NA	314	NA	labyrinth3	1	N	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(6,3);	5	0.8	0	0.2	0	1369	1433.5	NA	684	NA	labyrinth3	2	N	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,2);	6	1	0	0	0	390	390	NA	NA	NA	labyrinth3	1	N	TRUE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);	17	1	0	0	0	378	378	NA	NA	NA	labyrinth3	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);	17	0.3529411765	0	0.6470588235	0	853	815.5	NA	864	NA	labyrinth3	2	G	TRUE	TRUE	TRUE	FALSE	0	0	1	0	1	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);p(0,3);	6	0	0	1	0	386.5	NA	NA	386.5	NA	labyrinth3	1	N	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
labyrinth3 p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);p(1,2);	11	1	0	0	0	340	340	NA	NA	NA	labyrinth3	1	N	TRUE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);	125	0	0	0	1	1414	NA	NA	NA	1414	garden	1	X	FALSE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);	126	0	0	0	1	443.5	NA	NA	NA	443.5	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);	125	0	0.992	0.008	0	897	NA	902.5	7	NA	garden	2	O	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);	125	0	1	0	0	503	NA	503	NA	NA	garden	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	124	0	0.2983870968	0.25	0.4516129032	1761.5	NA	2120	1553	2175.5	garden	3	D	TRUE	TRUE	TRUE	TRUE	3	2	0	0	2	1	4	1
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);	57	0	0	0	1	481	NA	NA	NA	481	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);	57	0.0350877193	0	0.9649122807	0	1015	1179.5	NA	1015	NA	garden	2	O	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);	55	0	0	1	0	432	NA	NA	432	NA	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);	55	0	0.3454545455	0.6545454545	0	643	NA	671	628	NA	garden	2	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);	36	0	0	1	0	401	NA	NA	401	NA	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	36	0	0.0277777778	0	0.9722222222	767.5	NA	856	NA	767	garden	2	O	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);	35	0	0	0	1	382	NA	NA	NA	382	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);	35	0	1	0	0	412	NA	412	NA	NA	garden	1	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);	35	0	1	0	0	432	NA	432	NA	NA	garden	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);	35	0	1	0	0	504	NA	504	NA	NA	garden	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	35	0	0.3714285714	0	0.6285714286	936	NA	990	NA	746.5	garden	2	D	TRUE	TRUE	FALSE	TRUE	2	1	0	0	0	0	2	1
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);	22	0	0	0	1	433	NA	NA	NA	433	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	22	0	0	1	0	753.5	NA	NA	753.5	NA	garden	1	O	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);	22	0	0	1	0	379.5	NA	NA	379.5	NA	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);	22	0	1	0	0	392	NA	392	NA	NA	garden	1	N	TRUE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);	22	0	1	0	0	441.5	NA	441.5	NA	NA	garden	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	22	0	0	1	0	645	NA	NA	645	NA	garden	1	G	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	22	0	0	1	0	383	NA	NA	383	NA	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);	19	0	1	0	0	520	NA	520	NA	NA	garden	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	19	0	1	0	0	401	NA	401	NA	NA	garden	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);	18	0	0.5	0	0.5	1142.5	NA	1197	NA	1088	garden	2	D	TRUE	TRUE	FALSE	TRUE	2	1	2	4	0	0	2	1
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);	10	0	1	0	0	489.5	NA	489.5	NA	NA	garden	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	10	0	0	1	0	862	NA	NA	862	NA	garden	1	G	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);	10	0	0	1	0	400	NA	NA	400	NA	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);	31	0	0	0.9677419355	0.0322580645	498	NA	NA	478	1302	garden	2	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);	29	0	0	0	1	406	NA	NA	NA	406	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);	29	0	0.1379310345	0	0.8620689655	449	NA	685.5	NA	449	garden	2	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);	37	0.027027027	0.972972973	0	0	433	2352	416.5	NA	NA	garden	2	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);	9	0	0	0	1	471	NA	NA	NA	471	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	9	0	0	1	0	964	NA	NA	964	NA	garden	1	O	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);	9	0	0	1	0	368	NA	NA	368	NA	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);	9	0	1	0	0	370	NA	370	NA	NA	garden	1	N	TRUE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);	9	0	1	0	0	455	NA	455	NA	NA	garden	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	9	0	0	1	0	641	NA	NA	641	NA	garden	1	G	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	9	0	0	1	0	369	NA	NA	369	NA	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	36	0	1	0	0	478.5	NA	478.5	NA	NA	garden	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);	36	0	0.5833333333	0	0.4166666667	935.5	NA	999	NA	872	garden	2	D	TRUE	TRUE	FALSE	TRUE	2	1	4	4	0	0	2	1
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);	15	0	0	0	1	416	NA	NA	NA	416	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	15	0	0	0.8666666667	0.1333333333	1002	NA	NA	1090	444	garden	2	O	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);	13	0	0	1	0	401	NA	NA	401	NA	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);	13	0	1	0	0	415	NA	415	NA	NA	garden	1	N	TRUE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);	13	0	1	0	0	408	NA	408	NA	NA	garden	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	13	0	0	1	0	696	NA	NA	696	NA	garden	1	G	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	13	0	0	1	0	382	NA	NA	382	NA	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);	21	0	1	0	0	406	NA	406	NA	NA	garden	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	21	0	0	1	0	807	NA	NA	807	NA	garden	1	G	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);	21	0	0	1	0	381	NA	NA	381	NA	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);	29	0	0.0344827586	0	0.9655172414	910	NA	432	NA	963.5	garden	2	O	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);	25	0	0	0	1	520	NA	NA	NA	520	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	25	0	0	0.96	0.04	808	NA	NA	808	398	garden	2	O	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);	24	0	0	1	0	392	NA	NA	392	NA	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);	24	0	1	0	0	411	NA	411	NA	NA	garden	1	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);	24	0	1	0	0	425	NA	425	NA	NA	garden	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	24	0	1	0	0	453.5	NA	453.5	NA	NA	garden	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
