hash	N	probL	probR	probU	probD	rt	rtL	rtR	rtU	rtD	world	actionstaken	square	existsL	existsR	existsU	existsD	Nr	Sr	Nl	Sl	Nu	Su	Nd	Sd
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);	13	0	0	0	1	488	NA	NA	NA	488	roomG	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);	13	0	0.8461538462	0.1538461538	0	784	NA	897	603.5	NA	roomG	2	D	FALSE	TRUE	TRUE	FALSE	1	1	0	0	4	2	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);	11	0	1	0	0	525	NA	525	NA	NA	roomG	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);	11	1	0	0	0	966	966	NA	NA	NA	roomG	1	O	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);	11	1	0	0	0	395	395	NA	NA	NA	roomG	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);	11	0	0	1	0	420	NA	NA	420	NA	roomG	1	N	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);	11	0	0	1	0	447	NA	NA	447	NA	roomG	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);	11	0.0909090909	0	0.9090909091	0	464	464	NA	478.5	NA	roomG	2	N	TRUE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);	10	0	0.7	0.3	0	885.5	NA	909	841	NA	roomG	2	G	FALSE	TRUE	TRUE	TRUE	1	0	0	0	1	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);	7	0	1	0	0	370	NA	370	NA	NA	roomG	1	N	TRUE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
roomG p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	7	0	0	1	0	380	NA	NA	380	NA	roomG	1	N	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);	126	0	1	0	0	1461	NA	1461	NA	NA	tworooms	1	X	FALSE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);	126	0	1	0	0	419.5	NA	419.5	NA	NA	tworooms	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);	126	0	1	0	0	444	NA	444	NA	NA	tworooms	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);	126	0	0.0158730159	0	0.9841269841	847.5	NA	551.5	NA	849	tworooms	2	O	TRUE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	124	0	0	0	1	430.5	NA	NA	NA	430.5	tworooms	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	124	0	0	0	1	525	NA	NA	NA	525	tworooms	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	123	0.6422764228	0.3577235772	0	0	1580	1205	1602	NA	NA	tworooms	2	D	TRUE	TRUE	TRUE	TRUE	3	1	6	1	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);	80	1	0	0	0	496	496	NA	NA	NA	tworooms	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);	80	0.0375	0	0.9625	0	831	328	NA	836	NA	tworooms	2	G	TRUE	TRUE	TRUE	TRUE	0	0	1	0	1	1	1	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);	44	0	1	0	0	450	NA	450	NA	NA	tworooms	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	44	0.0454545455	0	0.6818181818	0.2727272727	991.5	1204.5	NA	993.5	898	tworooms	3	D	TRUE	FALSE	TRUE	TRUE	0	0	6	3	2	0	2	1
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);	30	0	0.7333333333	0	0.2666666667	901	NA	788	NA	1179.5	tworooms	2	D	FALSE	TRUE	FALSE	TRUE	3	1	0	0	0	0	2	2
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);	22	0.0454545455	0.9545454545	0	0	454.5	907	453	NA	NA	tworooms	2	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);	21	0.1904761905	0	0	0.8095238095	1232	2503.5	NA	NA	1090	tworooms	2	D	TRUE	FALSE	FALSE	TRUE	0	0	1	4	0	0	1	2
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);	17	0	0	0	1	368	NA	NA	NA	368	tworooms	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);	17	0	0	0	1	473	NA	NA	NA	473	tworooms	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);	17	1	0	0	0	751	751	NA	NA	NA	tworooms	1	D	TRUE	FALSE	TRUE	FALSE	0	0	6	7	6	9	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);	17	1	0	0	0	484	484	NA	NA	NA	tworooms	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);	17	0	0	1	0	400	NA	NA	400	NA	tworooms	1	N	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);	17	0	0	1	0	432	NA	NA	432	NA	tworooms	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);	17	1	0	0	0	408	408	NA	NA	NA	tworooms	1	N	TRUE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);	17	1	0	0	0	395	395	NA	NA	NA	tworooms	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);	17	0.9411764706	0	0	0.0588235294	448	442	NA	NA	484	tworooms	2	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);	16	1	0	0	0	479	479	NA	NA	NA	tworooms	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	16	0	0	1	0	779.5	NA	NA	779.5	NA	tworooms	1	G	TRUE	TRUE	TRUE	TRUE	0	0	1	0	1	1	1	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);	8	0.125	0	0	0.875	491.5	510	NA	NA	484	tworooms	2	N	TRUE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);	7	0	0	0	1	453	NA	NA	NA	453	tworooms	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);	7	0	0.7142857143	0.2857142857	0	1343	NA	1343	1612	NA	tworooms	2	D	FALSE	TRUE	TRUE	FALSE	2	1	0	0	2	4	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);	5	0	1	0	0	370	NA	370	NA	NA	tworooms	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);	5	1	0	0	0	1415	1415	NA	NA	NA	tworooms	1	D	TRUE	FALSE	TRUE	FALSE	0	0	6	7	6	9	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);	5	1	0	0	0	367	367	NA	NA	NA	tworooms	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);	5	0	0	1	0	356	NA	NA	356	NA	tworooms	1	N	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);	5	0	0	1	0	414	NA	NA	414	NA	tworooms	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);	5	1	0	0	0	418	418	NA	NA	NA	tworooms	1	N	TRUE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);	5	1	0	0	0	399	399	NA	NA	NA	tworooms	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);	5	1	0	0	0	407	407	NA	NA	NA	tworooms	1	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);	5	1	0	0	0	487	487	NA	NA	NA	tworooms	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	5	0	0	1	0	800	NA	NA	800	NA	tworooms	1	G	TRUE	TRUE	TRUE	TRUE	0	0	1	0	1	1	1	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);	12	0	0	0	1	383	NA	NA	NA	383	tworooms	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);	12	0	1	0	0	915.5	NA	915.5	NA	NA	tworooms	1	D	FALSE	TRUE	TRUE	FALSE	3	1	0	0	2	2	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);	12	0	1	0	0	420	NA	420	NA	NA	tworooms	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);	12	0.0833333333	0	0.9166666667	0	858.5	1848	NA	801	NA	tworooms	2	D	TRUE	FALSE	TRUE	FALSE	0	0	1	4	1	2	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);	11	0	0	1	0	384	NA	NA	384	NA	tworooms	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);	11	0	0	1	0	376	NA	NA	376	NA	tworooms	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);	11	1	0	0	0	700	700	NA	NA	NA	tworooms	1	D	TRUE	FALSE	FALSE	TRUE	0	0	6	6	0	0	6	8
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);	11	0.9090909091	0.0909090909	0	0	356	345	1128	NA	NA	tworooms	2	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);	10	0	0	0	1	387	NA	NA	NA	387	tworooms	1	N	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);	10	1	0	0	0	379.5	379.5	NA	NA	NA	tworooms	1	N	TRUE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);	10	1	0	0	0	453	453	NA	NA	NA	tworooms	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);	10	1	0	0	0	449	449	NA	NA	NA	tworooms	1	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);	10	1	0	0	0	430	430	NA	NA	NA	tworooms	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
tworooms p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);	10	0	0	1	0	778.5	NA	NA	778.5	NA	tworooms	1	G	TRUE	TRUE	TRUE	TRUE	0	0	1	0	1	1	1	0
cubicles p(0,0);	125	0	0.856	0	0.144	2612	NA	2260	NA	3145	cubicles	2	X	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);	108	0.0092592593	0.9907407407	0	0	479.5	1467	479	NA	NA	cubicles	2	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);	107	0	0.6635514019	0	0.3364485981	1141	NA	932	NA	1503	cubicles	2	D	TRUE	TRUE	FALSE	TRUE	4	0	5	4	0	0	4	1
cubicles p(0,0);p(1,0);p(2,0);p(3,0);	71	0.014084507	0.014084507	0	0.9718309859	800	5191	280	NA	800	cubicles	3	D	TRUE	TRUE	FALSE	TRUE	4	4	4	4	0	0	4	2
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	69	0	0	0	1	492	NA	NA	NA	492	cubicles	1	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	69	0	0	0	1	503	NA	NA	NA	503	cubicles	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	69	0.0144927536	0	0	0.9855072464	876	344	NA	NA	876.5	cubicles	2	O	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);	68	0	0	0	1	523.5	NA	NA	NA	523.5	cubicles	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	68	0.3823529412	0.6176470588	0	0	1650	1958.5	1549.5	NA	NA	cubicles	2	D	TRUE	TRUE	TRUE	FALSE	4	0	2	1	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);	42	0	0.2619047619	0	0.7380952381	1045.5	NA	1148	NA	1043	cubicles	2	G	TRUE	TRUE	FALSE	TRUE	1	0	0	0	0	0	1	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);	31	0	0.1290322581	0	0.8709677419	455	NA	464	NA	446	cubicles	2	N	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);	27	0	1	0	0	366	NA	366	NA	NA	cubicles	1	N	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);	11	0	0	0	1	371	NA	NA	NA	371	cubicles	1	N	TRUE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);	11	0	0	0	1	465	NA	NA	NA	465	cubicles	1	N	TRUE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(2,1);	36	0	1	0	0	535	NA	535	NA	NA	cubicles	1	N	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);	36	0	0.0277777778	0	0.9722222222	1041.5	NA	344	NA	1048	cubicles	2	D	TRUE	TRUE	TRUE	TRUE	4	6	4	6	4	6	4	1
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);	35	0	0	0	1	529	NA	NA	NA	529	cubicles	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);	35	0	0.0285714286	0	0.9714285714	853	NA	1343	NA	840.5	cubicles	2	O	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);	34	0	0	0.0294117647	0.9705882353	561	NA	NA	1537	548	cubicles	2	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	33	0.1818181818	0.8181818182	0	0	1695	1535.5	2128	NA	NA	cubicles	2	D	TRUE	TRUE	TRUE	FALSE	4	0	2	1	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	6	1	0	0	0	466.5	466.5	NA	NA	NA	cubicles	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);	6	0	0	0	1	881.5	NA	NA	NA	881.5	cubicles	1	D	FALSE	TRUE	FALSE	TRUE	4	2	0	0	0	0	2	1
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);	6	0	0	0	1	423.5	NA	NA	NA	423.5	cubicles	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);	6	0	0.1666666667	0.8333333333	0	749	NA	1285	736	NA	cubicles	2	O	TRUE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);	5	0	0	1	0	371	NA	NA	371	NA	cubicles	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);	5	0	1	0	0	341	NA	341	NA	NA	cubicles	1	N	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
cubicles p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);	5	0	1	0	0	400	NA	400	NA	NA	cubicles	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
