world	nodeLocation	NID	PARENTID	pathFromParent	depth	N	S	stepsFromRoot	isLeaf	nodeValue
E2Maps/lab	(0,7)	N8782	N9074	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	7	1	9	35	FALSE	10.960001
E2Maps/lab	(2,7)	N9793	N2906	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	7	2	5	25	FALSE	9.440001
E2Maps/lab	(0,2)	N8457	N2906	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	7	2	8	28	FALSE	9.68
E2Maps/lab	(0,7)	N3897	N2842	p(2,7);p(1,7);p(0,7);	7	1	2	25	FALSE	9.4800005
E2Maps/lab	(4,6)	N2356	N2842	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	7	1	5	28	FALSE	9.6
E2Maps/lab	(0,2)	N5580	N2842	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	7	2	7	30	FALSE	10.960001
E2Maps/lab	(2,7)	N3245	N6326	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	7	2	7	33	FALSE	11.440001
E2Maps/lab	(4,6)	N4739	N6326	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	7	1	8	34	FALSE	10.08
E2Maps/lab	(0,7)	N2267	N1958	p(2,7);p(1,7);p(0,7);	7	1	2	25	FALSE	10.4
E2Maps/lab	(4,5)	N5293	N1958	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	7	1	4	27	FALSE	10.48
E2Maps/lab	(4,6)	N9121	N3064	p(4,5);p(4,6);	7	1	1	24	FALSE	9.36
E2Maps/lab	(2,7)	N3009	N3064	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	7	2	4	27	FALSE	10.639999
E2Maps/lab	(4,5)	N6285	N1863	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	7	1	6	27	FALSE	8.24
E2Maps/lab	(4,2)	N5246	N1863	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	4	9	30	FALSE	12.16
E2Maps/lab	(4,6)	N893	N8751	p(4,5);p(4,6);	7	1	1	24	FALSE	8.2
E2Maps/lab	(0,7)	N1586	N8751	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	7	1	6	29	FALSE	8.4
E2Maps/lab	(4,2)	N4338	N8751	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	4	7	30	FALSE	12.24
E2Maps/lab	(4,5)	N8883	N5144	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	7	1	7	33	FALSE	11.999999
E2Maps/lab	(0,7)	N133	N5144	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	7	1	9	35	FALSE	12.08
E2Maps/lab	(2,7)	N4263	N3326	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	7	2	5	25	FALSE	8.360001
E2Maps/lab	(4,2)	N7145	N3326	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	4	8	28	FALSE	10.96
E2Maps/lab	(0,7)	N7023	N8448	p(2,7);p(1,7);p(0,7);	7	1	2	25	FALSE	8.4
E2Maps/lab	(4,6)	N4267	N8448	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	7	1	5	28	FALSE	8.52
E2Maps/lab	(4,2)	N2381	N8448	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	4	7	30	FALSE	12.4
E2Maps/lab	(2,7)	N1366	N3735	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	7	2	7	33	FALSE	12.56
E2Maps/lab	(4,6)	N1246	N3735	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	7	1	8	34	FALSE	11.2
E2Maps/lab	(4,5)	N7273	N2204	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	8	1	6	25	FALSE	9.6
E2Maps/lab	(4,6)	N232	N9333	p(4,5);p(4,6);	8	1	1	22	FALSE	9.56
E2Maps/lab	(0,7)	N5601	N9333	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	6	27	FALSE	9.76
E2Maps/lab	(2,7)	N6509	N1552	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	8	2	5	23	FALSE	9.72
E2Maps/lab	(0,7)	N2224	N6568	p(2,7);p(1,7);p(0,7);	8	1	2	23	FALSE	9.76
E2Maps/lab	(4,6)	N8501	N6568	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	5	26	FALSE	9.88
E2Maps/lab	(4,6)	N5219	N7411	p(4,5);p(4,6);	8	1	1	22	FALSE	8.639999
E2Maps/lab	(0,2)	N3647	N7411	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2	7	28	FALSE	10.08
E2Maps/lab	(4,5)	N6768	N5101	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	8	1	7	31	FALSE	10.159999
E2Maps/lab	(0,7)	N3888	N8524	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	7	25	FALSE	8.72
E2Maps/lab	(0,2)	N1197	N8524	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2	8	26	FALSE	9.88
E2Maps/lab	(4,6)	N5132	N8599	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	7	30	FALSE	9.12
E2Maps/lab	(0,2)	N4379	N8599	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2	9	32	FALSE	10.56
E2Maps/lab	(4,6)	N7912	N6986	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	8	32	FALSE	10.28
E2Maps/lab	(0,7)	N8369	N6986	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	9	33	FALSE	10.32
E2Maps/lab	(4,6)	N810	N6214	p(4,5);p(4,6);	8	1	1	28	FALSE	10.2
E2Maps/lab	(0,7)	N1065	N6214	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	6	33	FALSE	10.4
E2Maps/lab	(4,5)	N5632	N9643	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	8	1	6	35	FALSE	10.559999
E2Maps/lab	(0,7)	N3041	N1136	p(2,7);p(1,7);p(0,7);	8	1	2	21	FALSE	8.719999
E2Maps/lab	(0,2)	N5077	N1136	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2	7	26	FALSE	10.04
E2Maps/lab	(2,7)	N2735	N1780	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	8	2	7	29	FALSE	10.52
E2Maps/lab	(4,6)	N8833	N2368	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	7	26	FALSE	8.96
E2Maps/lab	(0,2)	N2047	N2368	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2	9	28	FALSE	10.24
E2Maps/lab	(0,7)	N9814	N4872	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	7	29	FALSE	9.2
E2Maps/lab	(0,2)	N3059	N4872	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2	8	30	FALSE	10.52
E2Maps/lab	(4,6)	N2369	N7265	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	8	32	FALSE	10.44
E2Maps/lab	(0,7)	N6267	N7265	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	9	33	FALSE	10.48
E2Maps/lab	(0,7)	N217	N6201	p(2,7);p(1,7);p(0,7);	8	1	2	29	FALSE	10.799999
E2Maps/lab	(4,6)	N1411	N6201	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	5	32	FALSE	10.919999
E2Maps/lab	(2,7)	N921	N2403	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	8	2	5	33	FALSE	11.24
E2Maps/lab	(4,5)	N7175	N975	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	8	1	6	31	FALSE	10.719999
E2Maps/lab	(4,6)	N8639	N396	p(4,5);p(4,6);	8	1	1	28	FALSE	10.679999
E2Maps/lab	(0,7)	N107	N396	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	6	33	FALSE	10.879999
E2Maps/lab	(2,7)	N5616	N5676	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	8	2	5	29	FALSE	10.84
E2Maps/lab	(0,7)	N5281	N45	p(2,7);p(1,7);p(0,7);	8	1	2	29	FALSE	10.88
E2Maps/lab	(4,6)	N5298	N45	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	5	32	FALSE	11
E2Maps/lab	(4,5)	N4805	N9162	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	8	1	6	25	FALSE	9.92
E2Maps/lab	(4,6)	N2682	N4446	p(4,5);p(4,6);	8	1	1	22	FALSE	9.88
E2Maps/lab	(0,7)	N4417	N4446	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	6	27	FALSE	10.08
E2Maps/lab	(2,7)	N3549	N9506	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	8	2	5	23	FALSE	10.040001
E2Maps/lab	(0,7)	N1379	N3430	p(2,7);p(1,7);p(0,7);	8	1	2	23	FALSE	10.080001
E2Maps/lab	(4,6)	N9575	N3430	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	5	26	FALSE	10.200001
E2Maps/lab	(4,6)	N8049	N8109	p(4,5);p(4,6);	8	1	1	22	FALSE	8.04
E2Maps/lab	(4,2)	N3515	N8109	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4	7	28	FALSE	11.84
E2Maps/lab	(4,5)	N9329	N8020	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	8	1	7	31	FALSE	11.599999
E2Maps/lab	(0,7)	N6179	N6749	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	7	25	FALSE	8.12
E2Maps/lab	(4,2)	N5974	N6749	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4	8	26	FALSE	11.48
E2Maps/lab	(4,6)	N9233	N938	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	7	30	FALSE	8.5199995
E2Maps/lab	(4,2)	N6276	N938	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4	9	32	FALSE	12.639999
E2Maps/lab	(4,6)	N6968	N4127	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	8	32	FALSE	11.719999
E2Maps/lab	(0,7)	N3013	N4127	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	9	33	FALSE	11.759999
E2Maps/lab	(4,6)	N9737	N3542	p(4,5);p(4,6);	8	1	1	28	FALSE	11.32
E2Maps/lab	(0,7)	N8611	N3542	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	6	33	FALSE	11.5199995
E2Maps/lab	(4,5)	N4042	N2789	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	8	1	6	35	FALSE	11.68
E2Maps/lab	(0,7)	N3073	N3749	p(2,7);p(1,7);p(0,7);	8	1	2	21	FALSE	8.12
E2Maps/lab	(4,2)	N955	N3749	p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4	7	26	FALSE	11.639999
E2Maps/lab	(2,7)	N4515	N9655	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	8	2	7	29	FALSE	11.799999
E2Maps/lab	(4,6)	N2741	N3588	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	7	26	FALSE	8.360001
E2Maps/lab	(4,2)	N1490	N3588	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4	9	28	FALSE	12
E2Maps/lab	(0,7)	N5002	N9217	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	7	29	FALSE	8.6
E2Maps/lab	(4,2)	N1875	N9217	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4	8	30	FALSE	12.440001
E2Maps/lab	(4,6)	N1877	N762	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	8	32	FALSE	11.879999
E2Maps/lab	(0,7)	N869	N762	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	9	33	FALSE	11.919999
E2Maps/lab	(0,7)	N7463	N1923	p(2,7);p(1,7);p(0,7);	8	1	2	29	FALSE	11.92
E2Maps/lab	(4,6)	N3536	N1923	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	5	32	FALSE	12.04
E2Maps/lab	(2,7)	N1421	N8426	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	8	2	5	33	FALSE	12.360001
E2Maps/lab	(4,5)	N4801	N4439	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	8	1	6	31	FALSE	11.5199995
E2Maps/lab	(4,6)	N8924	N3430	p(4,5);p(4,6);	8	1	1	28	FALSE	11.48
E2Maps/lab	(0,7)	N4634	N3430	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	6	33	FALSE	11.679999
E2Maps/lab	(2,7)	N9610	N557	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	8	2	5	29	FALSE	11.639999
E2Maps/lab	(0,7)	N9842	N7401	p(2,7);p(1,7);p(0,7);	8	1	2	29	FALSE	11.679999
E2Maps/lab	(4,6)	N2761	N7401	p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	5	32	FALSE	11.799999
E2Maps/lab	(4,2)	N2336	N2282	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4	8	26	FALSE	10.720001
E2Maps/lab	(0,2)	N3294	N2282	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2	8	26	FALSE	8.52
E2Maps/lab	(0,2)	N3977	N5380	p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	8	2	4	28	FALSE	12
E2Maps/lab	(4,6)	N7024	N5380	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	8	32	FALSE	10.96
E2Maps/lab	(4,2)	N7145	N2613	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	8	4	4	28	FALSE	12.32
E2Maps/lab	(4,6)	N828	N2613	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	8	32	FALSE	8.92
E2Maps/lab	(4,5)	N9559	N5994	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	8	1	7	31	FALSE	11.6
E2Maps/lab	(4,6)	N5823	N7863	p(4,5);p(4,6);	8	1	1	28	FALSE	10.56
E2Maps/lab	(0,2)	N1228	N7863	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2	7	34	FALSE	12.240001
E2Maps/lab	(4,5)	N3329	N4212	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	8	1	7	31	FALSE	11.92
E2Maps/lab	(4,6)	N891	N1964	p(4,5);p(4,6);	8	1	1	28	FALSE	8.84
E2Maps/lab	(4,2)	N2425	N1964	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4	7	34	FALSE	13.360001
E2Maps/lab	(4,2)	N140	N49	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4	9	30	FALSE	11.440001
E2Maps/lab	(0,2)	N3475	N49	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2	9	30	FALSE	8.92
E2Maps/lab	(0,2)	N2162	N1740	p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	8	2	4	26	FALSE	11.48
E2Maps/lab	(0,7)	N6741	N1740	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	9	31	FALSE	10.559999
E2Maps/lab	(4,2)	N8417	N8390	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	8	4	4	26	FALSE	11.8
E2Maps/lab	(0,7)	N2648	N8390	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	9	31	FALSE	8.68
E2Maps/lab	(4,2)	N8067	N434	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4	8	34	FALSE	12.48
E2Maps/lab	(0,2)	N614	N434	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2	8	34	FALSE	9.64
E2Maps/lab	(0,2)	N7682	N2339	p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	8	2	4	32	FALSE	13.120001
E2Maps/lab	(4,6)	N2313	N2339	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	8	36	FALSE	11.92
E2Maps/lab	(4,2)	N8716	N4661	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	8	4	4	32	FALSE	13.440001
E2Maps/lab	(4,6)	N2195	N4661	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	8	36	FALSE	9.559999
E2Maps/lab	(4,6)	N4766	N2517	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	8	32	FALSE	11.72
E2Maps/lab	(0,7)	N4661	N2517	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	9	33	FALSE	11.76
E2Maps/lab	(0,7)	N6713	N9868	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	7	35	FALSE	10.960001
E2Maps/lab	(0,2)	N887	N9868	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2	8	36	FALSE	12.52
E2Maps/lab	(4,6)	N3251	N1112	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	7	36	FALSE	11.040001
E2Maps/lab	(0,2)	N1235	N1112	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2	9	38	FALSE	12.72
E2Maps/lab	(4,6)	N3292	N8766	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	8	32	FALSE	12.04
E2Maps/lab	(0,7)	N562	N8766	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	9	33	FALSE	12.08
E2Maps/lab	(0,7)	N4864	N7305	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	7	35	FALSE	9.24
E2Maps/lab	(4,2)	N2530	N7305	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4	8	36	FALSE	13.8
E2Maps/lab	(4,6)	N6523	N1773	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	7	36	FALSE	9.32
E2Maps/lab	(4,2)	N7022	N1773	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4	9	38	FALSE	14.16
E2Maps/lab	(4,6)	N3672	N7031	p(4,5);p(4,6);	8	1	1	28	FALSE	11.16
E2Maps/lab	(0,7)	N1759	N7031	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	6	33	FALSE	11.36
E2Maps/lab	(4,5)	N1860	N2105	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	8	1	6	35	FALSE	11.52
E2Maps/lab	(0,7)	N3498	N9332	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	7	31	FALSE	10.4
E2Maps/lab	(0,2)	N1370	N9332	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2	8	32	FALSE	11.8
E2Maps/lab	(4,6)	N7181	N5824	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	7	36	FALSE	10.799999
E2Maps/lab	(0,2)	N1087	N5824	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2	9	38	FALSE	12.48
E2Maps/lab	(4,6)	N8586	N1813	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	8	38	FALSE	12.199999
E2Maps/lab	(0,7)	N500	N1813	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	9	39	FALSE	12.24
E2Maps/lab	(4,6)	N1141	N9638	p(4,5);p(4,6);	8	1	1	32	FALSE	10.799999
E2Maps/lab	(0,2)	N2221	N9638	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2	7	38	FALSE	12.639999
E2Maps/lab	(4,5)	N8437	N3090	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	8	1	7	41	FALSE	12.72
E2Maps/lab	(4,6)	N3173	N4287	p(4,5);p(4,6);	8	1	1	28	FALSE	11.4800005
E2Maps/lab	(0,7)	N461	N4287	p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	6	33	FALSE	11.68
E2Maps/lab	(4,5)	N9684	N3492	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	8	1	6	35	FALSE	11.84
E2Maps/lab	(0,7)	N9855	N891	p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	7	31	FALSE	9
E2Maps/lab	(4,2)	N6586	N891	p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4	8	32	FALSE	13.08
E2Maps/lab	(4,6)	N2755	N6091	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	7	36	FALSE	9.4
E2Maps/lab	(4,2)	N4886	N6091	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4	9	38	FALSE	14.24
E2Maps/lab	(4,6)	N448	N9001	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	8	1	8	38	FALSE	13.32
E2Maps/lab	(0,7)	N4072	N9001	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	9	39	FALSE	13.360001
E2Maps/lab	(4,6)	N213	N9969	p(4,5);p(4,6);	8	1	1	32	FALSE	9.4
E2Maps/lab	(4,2)	N1904	N9969	p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4	7	38	FALSE	14.4
E2Maps/lab	(4,5)	N1200	N7787	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	8	1	7	41	FALSE	14.16
E2Maps/lab	(4,2)	N2527	N859	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	8	4	9	26	FALSE	10.800001
E2Maps/lab	(0,2)	N923	N859	p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	8	2	9	26	FALSE	8.6
E2Maps/lab	(0,2)	N1072	N6886	p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	8	2	4	26	FALSE	11.64
E2Maps/lab	(0,7)	N7288	N6886	p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	9	31	FALSE	10.72
E2Maps/lab	(4,2)	N7911	N8279	p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);	8	4	4	26	FALSE	11.960001
E2Maps/lab	(0,7)	N1060	N8279	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	8	1	9	31	FALSE	8.84
E2Maps/lab	(2,7)	N7070	N7250	p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	8	2	7	29	FALSE	11.799999
E2Maps/lab	(0,7)	N2389	N6599	p(2,7);p(1,7);p(0,7);	8	1	2	27	FALSE	10.72
