	world	node	child	value	prob	N	hash	dv_0.0	dv_0.01	dv_0.02	dv_0.03	dv_0.04	dv_0.05	dv_0.06	dv_0.07	dv_0.08	dv_0.09	dv_0.1	dv_0.11	dv_0.12	dv_0.13	dv_0.14	dv_0.15	dv_0.16	dv_0.17	dv_0.18	dv_0.19	dv_0.2	dv_0.21	dv_0.22	dv_0.23	dv_0.24	dv_0.25	dv_0.26	dv_0.27	dv_0.28	dv_0.29	dv_0.3	dv_0.31	dv_0.32	dv_0.33	dv_0.34	dv_0.35	dv_0.36	dv_0.37	dv_0.38	dv_0.39	dv_0.4	dv_0.41	dv_0.42	dv_0.43	dv_0.44	dv_0.45	dv_0.46	dv_0.47	dv_0.48	dv_0.49	dv_0.5	dv_0.51	dv_0.52	dv_0.53	dv_0.54	dv_0.55	dv_0.56	dv_0.57	dv_0.58	dv_0.59	dv_0.6	dv_0.61	dv_0.62	dv_0.63	dv_0.64	dv_0.65	dv_0.66	dv_0.67	dv_0.68	dv_0.69	dv_0.7	dv_0.71	dv_0.72	dv_0.73	dv_0.74	dv_0.75	dv_0.76	dv_0.77	dv_0.78	dv_0.79	dv_0.8	dv_0.81	dv_0.82	dv_0.83	dv_0.84	dv_0.85	dv_0.86	dv_0.87	dv_0.88	dv_0.89	dv_0.9	dv_0.91	dv_0.92	dv_0.93	dv_0.94	dv_0.95	dv_0.96	dv_0.97	dv_0.98	dv_0.99
137	garden	N4210096	N7830461	22.0	0.3703703704	27	garden N4210096	7.4	7.546	7.692	7.838	7.984	8.13	8.276	8.422	8.568	8.714	8.86	9.006	9.152	9.298	9.444	9.59	9.736	9.882	10.028	10.174	10.32	10.466	10.612	10.758	10.904	11.05	11.196	11.342	11.488	11.634	11.78	11.926	12.072	12.218	12.364	12.51	12.656	12.802	12.948	13.094	13.24	13.386	13.532	13.678	13.824	13.97	14.116	14.262	14.408	14.554	14.7	14.846	14.992	15.138	15.284	15.43	15.576	15.722	15.868	16.014	16.16	16.306	16.452	16.598	16.744	16.89	17.036	17.182	17.328	17.474	17.62	17.766	17.912	18.058	18.204	18.35	18.496	18.642	18.788	18.934	19.08	19.226	19.372	19.518	19.664	19.81	19.956	20.102	20.248	20.394	20.54	20.686	20.832	20.978	21.124	21.27	21.416	21.562	21.708	21.854
136	garden	N4210096	N7991449	21.2	0.6296296296	27	garden N4210096	7.4	7.538	7.676	7.814	7.952	8.09	8.228	8.366	8.504	8.642	8.78	8.918	9.056	9.194	9.332	9.47	9.608	9.746	9.884	10.022	10.16	10.298	10.436	10.574	10.712	10.85	10.988	11.126	11.264	11.402	11.54	11.678	11.816	11.954	12.092	12.23	12.368	12.506	12.644	12.782	12.92	13.058	13.196	13.334	13.472	13.61	13.748	13.886	14.024	14.162	14.3	14.438	14.576	14.714	14.852	14.99	15.128	15.266	15.404	15.542	15.68	15.818	15.956	16.094	16.232	16.37	16.508	16.646	16.784	16.922	17.06	17.198	17.336	17.474	17.612	17.75	17.888	18.026	18.164	18.302	18.44	18.578	18.716	18.854	18.992	19.13	19.268	19.406	19.544	19.682	19.82	19.958	20.096	20.234	20.372	20.51	20.648	20.786	20.924	21.062
135	garden	N9476286	N9813497	22.0	0.36842105259999997	38	garden N9476286	7.4	7.546	7.692	7.838	7.984	8.13	8.276	8.422	8.568	8.714	8.86	9.006	9.152	9.298	9.444	9.59	9.736	9.882	10.028	10.174	10.32	10.466	10.612	10.758	10.904	11.05	11.196	11.342	11.488	11.634	11.78	11.926	12.072	12.218	12.364	12.51	12.656	12.802	12.948	13.094	13.24	13.386	13.532	13.678	13.824	13.97	14.116	14.262	14.408	14.554	14.7	14.846	14.992	15.138	15.284	15.43	15.576	15.722	15.868	16.014	16.16	16.306	16.452	16.598	16.744	16.89	17.036	17.182	17.328	17.474	17.62	17.766	17.912	18.058	18.204	18.35	18.496	18.642	18.788	18.934	19.08	19.226	19.372	19.518	19.664	19.81	19.956	20.102	20.248	20.394	20.54	20.686	20.832	20.978	21.124	21.27	21.416	21.562	21.708	21.854
154	garden	N3123108	N3458250	22.88889	0.0	5	garden N3123108	7.778	7.929	8.08	8.231	8.382	8.533	8.684	8.836	8.987	9.138	9.289	9.44	9.591	9.742	9.893	10.044	10.196	10.347	10.498	10.649	10.8	10.951	11.102	11.253	11.404	11.556	11.707	11.858	12.009	12.16	12.311	12.462	12.613	12.764	12.916	13.067	13.218	13.369	13.52	13.671	13.822	13.973	14.124	14.276	14.427	14.578	14.729	14.88	15.031	15.182	15.333	15.484	15.636	15.787	15.938	16.089	16.24	16.391	16.542	16.693	16.844	16.996	17.147	17.298	17.449	17.6	17.751	17.902	18.053	18.204	18.356	18.507	18.658	18.809	18.96	19.111	19.262	19.413	19.564	19.716	19.867	20.018	20.169	20.32	20.471	20.622	20.773	20.924	21.076	21.227	21.378	21.529	21.68	21.831	21.982	22.133	22.284	22.436	22.587	22.738
147	garden	N8246099	N7340845	22.222220999999998	0.9333333333	15	garden N8246099	3.222	3.412	3.602	3.792	3.982	4.172	4.362	4.552	4.742	4.932	5.122	5.312	5.502	5.692	5.882	6.072	6.262	6.452	6.642	6.832	7.022	7.212	7.402	7.592	7.782	7.972	8.162	8.352	8.542	8.732	8.922	9.112	9.302	9.492	9.682	9.872	10.062	10.252	10.442	10.632	10.822	11.012	11.202	11.392	11.582	11.772	11.962	12.152	12.342	12.532	12.722	12.912	13.102	13.292	13.482	13.672	13.862	14.052	14.242	14.432	14.622	14.812	15.002	15.192	15.382	15.572	15.762	15.952	16.142	16.332	16.522	16.712	16.902	17.092	17.282	17.472	17.662	17.852	18.042	18.232	18.422	18.612	18.802	18.992	19.182	19.372	19.562	19.752	19.942	20.132	20.322	20.512	20.702	20.892	21.082	21.272	21.462	21.652	21.842	22.032
63	garden	N7603509	N3123108	20.083336	0.15625	32	garden N7603509	3.25	3.418	3.587	3.755	3.923	4.092	4.26	4.428	4.597	4.765	4.933	5.102	5.27	5.438	5.607	5.775	5.943	6.112	6.28	6.448	6.617	6.785	6.953	7.122	7.29	7.458	7.627	7.795	7.963	8.132	8.3	8.468	8.637	8.805	8.973	9.142	9.31	9.478	9.647	9.815	9.983	10.152	10.32	10.488	10.657	10.825	10.993	11.162	11.33	11.498	11.667	11.835	12.003	12.172	12.34	12.508	12.677	12.845	13.013	13.182	13.35	13.518	13.687	13.855	14.023	14.192	14.36	14.528	14.697	14.865	15.033	15.202	15.37	15.538	15.707	15.875	16.043	16.212	16.38	16.548	16.717	16.885	17.053	17.222	17.39	17.558	17.727	17.895	18.063	18.232	18.4	18.568	18.737	18.905	19.073	19.242	19.41	19.578	19.747	19.915
128	garden	N4613075	N8153414	20.714287	0.5	20	garden N4613075	4.143	4.309	4.474	4.64	4.806	4.971	5.137	5.303	5.469	5.634	5.8	5.966	6.131	6.297	6.463	6.629	6.794	6.96	7.126	7.291	7.457	7.623	7.789	7.954	8.12	8.286	8.451	8.617	8.783	8.949	9.114	9.28	9.446	9.611	9.777	9.943	10.109	10.274	10.44	10.606	10.771	10.937	11.103	11.269	11.434	11.6	11.766	11.931	12.097	12.263	12.429	12.594	12.76	12.926	13.091	13.257	13.423	13.589	13.754	13.92	14.086	14.251	14.417	14.583	14.749	14.914	15.08	15.246	15.411	15.577	15.743	15.909	16.074	16.24	16.406	16.571	16.737	16.903	17.069	17.234	17.4	17.566	17.731	17.897	18.063	18.229	18.394	18.56	18.726	18.891	19.057	19.223	19.389	19.554	19.72	19.886	20.051	20.217	20.383	20.549
42	garden	N5115068	N4747663	17.714285	0.2857142857	126	garden N5115068	1.929	2.086	2.244	2.402	2.56	2.718	2.876	3.034	3.191	3.349	3.507	3.665	3.823	3.981	4.139	4.296	4.454	4.612	4.77	4.928	5.086	5.244	5.401	5.559	5.717	5.875	6.033	6.191	6.349	6.506	6.664	6.822	6.98	7.138	7.296	7.454	7.611	7.769	7.927	8.085	8.243	8.401	8.559	8.716	8.874	9.032	9.19	9.348	9.506	9.664	9.821	9.979	10.137	10.295	10.453	10.611	10.769	10.926	11.084	11.242	11.4	11.558	11.716	11.874	12.031	12.189	12.347	12.505	12.663	12.821	12.979	13.136	13.294	13.452	13.61	13.768	13.926	14.084	14.241	14.399	14.557	14.715	14.873	15.031	15.189	15.346	15.504	15.662	15.82	15.978	16.136	16.294	16.451	16.609	16.767	16.925	17.083	17.241	17.399	17.556
185	garden	N5359231	N8342286	24.714287	0.0	25	garden N5359231	12.286	12.41	12.534	12.659	12.783	12.907	13.031	13.156	13.28	13.404	13.529	13.653	13.777	13.901	14.026	14.15	14.274	14.399	14.523	14.647	14.771	14.896	15.02	15.144	15.269	15.393	15.517	15.641	15.766	15.89	16.014	16.139	16.263	16.387	16.511	16.636	16.76	16.884	17.009	17.133	17.257	17.381	17.506	17.63	17.754	17.879	18.003	18.127	18.251	18.376	18.5	18.624	18.749	18.873	18.997	19.121	19.246	19.37	19.494	19.619	19.743	19.867	19.991	20.116	20.24	20.364	20.489	20.613	20.737	20.861	20.986	21.11	21.234	21.359	21.483	21.607	21.731	21.856	21.98	22.104	22.229	22.353	22.477	22.601	22.726	22.85	22.974	23.099	23.223	23.347	23.471	23.596	23.72	23.844	23.969	24.093	24.217	24.341	24.466	24.59
186	garden	N4984823	N3931278	24.714287	1.0	1	garden N4984823	12.286	12.41	12.534	12.659	12.783	12.907	13.031	13.156	13.28	13.404	13.529	13.653	13.777	13.901	14.026	14.15	14.274	14.399	14.523	14.647	14.771	14.896	15.02	15.144	15.269	15.393	15.517	15.641	15.766	15.89	16.014	16.139	16.263	16.387	16.511	16.636	16.76	16.884	17.009	17.133	17.257	17.381	17.506	17.63	17.754	17.879	18.003	18.127	18.251	18.376	18.5	18.624	18.749	18.873	18.997	19.121	19.246	19.37	19.494	19.619	19.743	19.867	19.991	20.116	20.24	20.364	20.489	20.613	20.737	20.861	20.986	21.11	21.234	21.359	21.483	21.607	21.731	21.856	21.98	22.104	22.229	22.353	22.477	22.601	22.726	22.85	22.974	23.099	23.223	23.347	23.471	23.596	23.72	23.844	23.969	24.093	24.217	24.341	24.466	24.59
187	garden	N4984823	N5039419	30.714287	0.0	1	garden N4984823	7.0	7.237	7.474	7.711	7.949	8.186	8.423	8.66	8.897	9.134	9.371	9.609	9.846	10.083	10.32	10.557	10.794	11.031	11.269	11.506	11.743	11.98	12.217	12.454	12.691	12.929	13.166	13.403	13.64	13.877	14.114	14.351	14.589	14.826	15.063	15.3	15.537	15.774	16.011	16.249	16.486	16.723	16.96	17.197	17.434	17.671	17.909	18.146	18.383	18.62	18.857	19.094	19.331	19.569	19.806	20.043	20.28	20.517	20.754	20.991	21.229	21.466	21.703	21.94	22.177	22.414	22.651	22.889	23.126	23.363	23.6	23.837	24.074	24.311	24.549	24.786	25.023	25.26	25.497	25.734	25.971	26.209	26.446	26.683	26.92	27.157	27.394	27.631	27.869	28.106	28.343	28.58	28.817	29.054	29.291	29.529	29.766	30.003	30.24	30.477
41	garden	N5115068	N7603509	15.571428	0.253968254	126	garden N5115068	1.071	1.216	1.361	1.506	1.651	1.796	1.941	2.086	2.231	2.376	2.521	2.666	2.811	2.956	3.101	3.246	3.391	3.536	3.681	3.826	3.971	4.116	4.261	4.406	4.551	4.696	4.841	4.986	5.131	5.276	5.421	5.566	5.711	5.856	6.001	6.146	6.291	6.436	6.581	6.726	6.871	7.016	7.161	7.306	7.451	7.596	7.741	7.886	8.031	8.176	8.321	8.466	8.611	8.756	8.901	9.046	9.191	9.336	9.481	9.626	9.771	9.916	10.061	10.206	10.351	10.496	10.641	10.786	10.931	11.076	11.221	11.366	11.511	11.656	11.801	11.946	12.091	12.236	12.381	12.526	12.671	12.816	12.961	13.106	13.251	13.396	13.541	13.686	13.831	13.976	14.121	14.266	14.411	14.556	14.701	14.846	14.991	15.136	15.281	15.426
40	garden	N5115068	N7850553	15.000001000000001	0.46031746030000004	126	garden N5115068	2.143	2.271	2.4	2.529	2.657	2.786	2.914	3.043	3.171	3.3	3.429	3.557	3.686	3.814	3.943	4.071	4.2	4.329	4.457	4.586	4.714	4.843	4.971	5.1	5.229	5.357	5.486	5.614	5.743	5.871	6.0	6.129	6.257	6.386	6.514	6.643	6.771	6.9	7.029	7.157	7.286	7.414	7.543	7.671	7.8	7.929	8.057	8.186	8.314	8.443	8.571	8.7	8.829	8.957	9.086	9.214	9.343	9.471	9.6	9.729	9.857	9.986	10.114	10.243	10.371	10.5	10.629	10.757	10.886	11.014	11.143	11.271	11.4	11.529	11.657	11.786	11.914	12.043	12.171	12.3	12.429	12.557	12.686	12.814	12.943	13.071	13.2	13.329	13.457	13.586	13.714	13.843	13.971	14.1	14.229	14.357	14.486	14.614	14.743	14.871
184	garden	N5359231	N1983367	24.714287	1.0	25	garden N5359231	5.286	5.48	5.674	5.869	6.063	6.257	6.451	6.646	6.84	7.034	7.229	7.423	7.617	7.811	8.006	8.2	8.394	8.589	8.783	8.977	9.171	9.366	9.56	9.754	9.949	10.143	10.337	10.531	10.726	10.92	11.114	11.309	11.503	11.697	11.891	12.086	12.28	12.474	12.669	12.863	13.057	13.251	13.446	13.64	13.834	14.029	14.223	14.417	14.611	14.806	15.0	15.194	15.389	15.583	15.777	15.971	16.166	16.36	16.554	16.749	16.943	17.137	17.331	17.526	17.72	17.914	18.109	18.303	18.497	18.691	18.886	19.08	19.274	19.469	19.663	19.857	20.051	20.246	20.44	20.634	20.829	21.023	21.217	21.411	21.606	21.8	21.994	22.189	22.383	22.577	22.771	22.966	23.16	23.354	23.549	23.743	23.937	24.131	24.326	24.52
156	ikea	N2396034	N239392	23.5	0.0	2	ikea N2396034	5.125	5.309	5.492	5.676	5.86	6.044	6.228	6.411	6.595	6.779	6.962	7.146	7.33	7.514	7.698	7.881	8.065	8.249	8.433	8.616	8.8	8.984	9.168	9.351	9.535	9.719	9.902	10.086	10.27	10.454	10.638	10.821	11.005	11.189	11.372	11.556	11.74	11.924	12.108	12.291	12.475	12.659	12.843	13.026	13.21	13.394	13.578	13.761	13.945	14.129	14.312	14.496	14.68	14.864	15.048	15.231	15.415	15.599	15.782	15.966	16.15	16.334	16.518	16.701	16.885	17.069	17.252	17.436	17.62	17.804	17.988	18.171	18.355	18.539	18.722	18.906	19.09	19.274	19.458	19.641	19.825	20.009	20.192	20.376	20.56	20.744	20.928	21.111	21.295	21.479	21.662	21.846	22.03	22.214	22.398	22.581	22.765	22.949	23.132	23.316
155	ikea	N2396034	N5268104	22.5	1.0	2	ikea N2396034	4.875	5.051	5.228	5.404	5.58	5.756	5.932	6.109	6.285	6.461	6.638	6.814	6.99	7.166	7.342	7.519	7.695	7.871	8.047	8.224	8.4	8.576	8.753	8.929	9.105	9.281	9.458	9.634	9.81	9.986	10.162	10.339	10.515	10.691	10.868	11.044	11.22	11.396	11.573	11.749	11.925	12.101	12.278	12.454	12.63	12.806	12.982	13.159	13.335	13.511	13.688	13.864	14.04	14.216	14.392	14.569	14.745	14.921	15.097	15.274	15.45	15.626	15.802	15.979	16.155	16.331	16.508	16.684	16.86	17.036	17.212	17.389	17.565	17.741	17.917	18.094	18.27	18.446	18.622	18.799	18.975	19.151	19.328	19.504	19.68	19.856	20.032	20.209	20.385	20.561	20.738	20.914	21.09	21.266	21.443	21.619	21.795	21.971	22.148	22.324
94	ikea	N4486578	N2531862	19.5	0.9848484848000001	66	ikea N4486578	15.833	15.87	15.907	15.943	15.98	16.017	16.053	16.09	16.127	16.163	16.2	16.237	16.273	16.31	16.347	16.383	16.42	16.457	16.493	16.53	16.567	16.603	16.64	16.677	16.713	16.75	16.787	16.823	16.86	16.897	16.933	16.97	17.007	17.043	17.08	17.117	17.153	17.19	17.227	17.263	17.3	17.337	17.373	17.41	17.447	17.483	17.52	17.557	17.593	17.63	17.667	17.703	17.74	17.777	17.813	17.85	17.887	17.923	17.96	17.997	18.033	18.07	18.107	18.143	18.18	18.217	18.253	18.29	18.327	18.363	18.4	18.437	18.473	18.51	18.547	18.583	18.62	18.657	18.693	18.73	18.767	18.803	18.84	18.877	18.913	18.95	18.987	19.023	19.06	19.097	19.133	19.17	19.207	19.243	19.28	19.317	19.353	19.39	19.427	19.463
95	ikea	N4486578	N132046	22.5	0.0151515152	66	ikea N4486578	6.833	6.99	7.147	7.303	7.46	7.617	7.773	7.93	8.087	8.243	8.4	8.557	8.713	8.87	9.027	9.183	9.34	9.497	9.653	9.81	9.967	10.123	10.28	10.437	10.593	10.75	10.907	11.063	11.22	11.377	11.533	11.69	11.847	12.003	12.16	12.317	12.473	12.63	12.787	12.943	13.1	13.257	13.413	13.57	13.727	13.883	14.04	14.197	14.353	14.51	14.667	14.823	14.98	15.137	15.293	15.45	15.607	15.763	15.92	16.077	16.233	16.39	16.547	16.703	16.86	17.017	17.173	17.33	17.487	17.643	17.8	17.957	18.113	18.27	18.427	18.583	18.74	18.897	19.053	19.21	19.367	19.523	19.68	19.837	19.993	20.15	20.307	20.463	20.62	20.777	20.933	21.09	21.247	21.403	21.56	21.717	21.873	22.03	22.187	22.343
96	ikea	N4631048	N9016413	19.500002	0.9473684211	38	ikea N4631048	6.25	6.382	6.515	6.648	6.78	6.912	7.045	7.178	7.31	7.442	7.575	7.708	7.84	7.972	8.105	8.237	8.37	8.502	8.635	8.768	8.9	9.032	9.165	9.298	9.43	9.562	9.695	9.828	9.96	10.092	10.225	10.358	10.49	10.622	10.755	10.888	11.02	11.152	11.285	11.418	11.55	11.683	11.815	11.948	12.08	12.212	12.345	12.478	12.61	12.742	12.875	13.008	13.14	13.272	13.405	13.538	13.67	13.803	13.935	14.067	14.2	14.332	14.465	14.597	14.73	14.862	14.995	15.128	15.26	15.392	15.525	15.657	15.79	15.922	16.055	16.188	16.32	16.452	16.585	16.718	16.85	16.982	17.115	17.248	17.38	17.512	17.645	17.778	17.91	18.042	18.175	18.307	18.44	18.572	18.705	18.838	18.97	19.102	19.235	19.368
98	ikea	N4631048	N5861572	23.166666	0.052631578899999996	38	ikea N4631048	2.75	2.954	3.158	3.362	3.567	3.771	3.975	4.179	4.383	4.588	4.792	4.996	5.2	5.404	5.608	5.812	6.017	6.221	6.425	6.629	6.833	7.038	7.242	7.446	7.65	7.854	8.058	8.263	8.467	8.671	8.875	9.079	9.283	9.488	9.692	9.896	10.1	10.304	10.508	10.712	10.917	11.121	11.325	11.529	11.733	11.938	12.142	12.346	12.55	12.754	12.958	13.163	13.367	13.571	13.775	13.979	14.183	14.388	14.592	14.796	15.0	15.204	15.408	15.612	15.817	16.021	16.225	16.429	16.633	16.838	17.042	17.246	17.45	17.654	17.858	18.062	18.267	18.471	18.675	18.879	19.083	19.288	19.492	19.696	19.9	20.104	20.308	20.512	20.717	20.921	21.125	21.329	21.533	21.738	21.942	22.146	22.35	22.554	22.758	22.963
83	ikea	N100354	N1400368	19.5	0.164556962	79	ikea N100354	4.125	4.279	4.432	4.586	4.74	4.894	5.048	5.201	5.355	5.509	5.663	5.816	5.97	6.124	6.278	6.431	6.585	6.739	6.892	7.046	7.2	7.354	7.508	7.661	7.815	7.969	8.123	8.276	8.43	8.584	8.738	8.891	9.045	9.199	9.352	9.506	9.66	9.814	9.968	10.121	10.275	10.429	10.582	10.736	10.89	11.044	11.198	11.351	11.505	11.659	11.812	11.966	12.12	12.274	12.428	12.581	12.735	12.889	13.042	13.196	13.35	13.504	13.657	13.811	13.965	14.119	14.272	14.426	14.58	14.734	14.888	15.041	15.195	15.349	15.502	15.656	15.81	15.964	16.118	16.271	16.425	16.579	16.732	16.886	17.04	17.194	17.348	17.501	17.655	17.809	17.962	18.116	18.27	18.424	18.578	18.731	18.885	19.039	19.192	19.346
32	ikea	N9812190	N1448237	16.105263	0.373015873	126	ikea N9812190	2.579	2.714	2.849	2.985	3.12	3.255	3.391	3.526	3.661	3.796	3.932	4.067	4.202	4.337	4.473	4.608	4.743	4.878	5.014	5.149	5.284	5.419	5.555	5.69	5.825	5.961	6.096	6.231	6.366	6.502	6.637	6.772	6.907	7.043	7.178	7.313	7.448	7.584	7.719	7.854	7.989	8.125	8.26	8.395	8.531	8.666	8.801	8.936	9.072	9.207	9.342	9.477	9.613	9.748	9.883	10.018	10.154	10.289	10.424	10.559	10.695	10.83	10.965	11.101	11.236	11.371	11.506	11.642	11.777	11.912	12.047	12.183	12.318	12.453	12.588	12.724	12.859	12.994	13.129	13.265	13.4	13.535	13.671	13.806	13.941	14.076	14.212	14.347	14.482	14.617	14.753	14.888	15.023	15.158	15.294	15.429	15.564	15.699	15.835	15.97
31	ikea	N9812190	N6109064	14.526314999999999	0.6269841270000001	126	ikea N9812190	3.105	3.219	3.334	3.448	3.562	3.676	3.791	3.905	4.019	4.133	4.247	4.362	4.476	4.59	4.704	4.818	4.933	5.047	5.161	5.275	5.389	5.504	5.618	5.732	5.846	5.961	6.075	6.189	6.303	6.417	6.532	6.646	6.76	6.874	6.988	7.103	7.217	7.331	7.445	7.559	7.674	7.788	7.902	8.016	8.131	8.245	8.359	8.473	8.587	8.702	8.816	8.93	9.044	9.158	9.273	9.387	9.501	9.615	9.729	9.844	9.958	10.072	10.186	10.301	10.415	10.529	10.643	10.757	10.872	10.986	11.1	11.214	11.328	11.443	11.557	11.671	11.785	11.899	12.014	12.128	12.242	12.356	12.471	12.585	12.699	12.813	12.927	13.042	13.156	13.27	13.384	13.498	13.613	13.727	13.841	13.955	14.069	14.184	14.298	14.412
120	ikea	N1400368	N9676480	20.5	0.9230769231	13	ikea N1400368	16.667	16.705	16.743	16.782	16.82	16.858	16.897	16.935	16.973	17.012	17.05	17.088	17.127	17.165	17.203	17.242	17.28	17.318	17.357	17.395	17.433	17.472	17.51	17.548	17.587	17.625	17.663	17.702	17.74	17.778	17.817	17.855	17.893	17.932	17.97	18.008	18.047	18.085	18.123	18.162	18.2	18.238	18.277	18.315	18.353	18.392	18.43	18.468	18.507	18.545	18.583	18.622	18.66	18.698	18.737	18.775	18.813	18.852	18.89	18.928	18.967	19.005	19.043	19.082	19.12	19.158	19.197	19.235	19.273	19.312	19.35	19.388	19.427	19.465	19.503	19.542	19.58	19.618	19.657	19.695	19.733	19.772	19.81	19.848	19.887	19.925	19.963	20.002	20.04	20.078	20.117	20.155	20.193	20.232	20.27	20.308	20.347	20.385	20.423	20.462
121	ikea	N1400368	N2021230	23.5	0.0769230769	13	ikea N1400368	7.167	7.33	7.493	7.657	7.82	7.983	8.147	8.31	8.473	8.637	8.8	8.963	9.127	9.29	9.453	9.617	9.78	9.943	10.107	10.27	10.433	10.597	10.76	10.923	11.087	11.25	11.413	11.577	11.74	11.903	12.067	12.23	12.393	12.557	12.72	12.883	13.047	13.21	13.373	13.537	13.7	13.863	14.027	14.19	14.353	14.517	14.68	14.843	15.007	15.17	15.333	15.497	15.66	15.823	15.987	16.15	16.313	16.477	16.64	16.803	16.967	17.13	17.293	17.457	17.62	17.783	17.947	18.11	18.273	18.437	18.6	18.763	18.927	19.09	19.253	19.417	19.58	19.743	19.907	20.07	20.233	20.397	20.56	20.723	20.887	21.05	21.213	21.377	21.54	21.703	21.867	22.03	22.193	22.357	22.52	22.683	22.847	23.01	23.173	23.337
133	ikea	N234416	N9299941	23.666666	0.0	7	ikea N234416	2.917	3.124	3.332	3.539	3.747	3.954	4.162	4.369	4.577	4.784	4.992	5.199	5.407	5.614	5.822	6.029	6.237	6.444	6.652	6.859	7.067	7.274	7.482	7.689	7.897	8.104	8.312	8.519	8.727	8.934	9.142	9.349	9.557	9.764	9.972	10.179	10.387	10.594	10.802	11.009	11.217	11.424	11.632	11.839	12.047	12.254	12.462	12.669	12.877	13.084	13.292	13.499	13.707	13.914	14.122	14.329	14.537	14.744	14.952	15.159	15.367	15.574	15.782	15.989	16.197	16.404	16.612	16.819	17.027	17.234	17.442	17.649	17.857	18.064	18.272	18.479	18.687	18.894	19.102	19.309	19.517	19.724	19.932	20.139	20.347	20.554	20.762	20.969	21.177	21.384	21.592	21.799	22.007	22.214	22.422	22.629	22.837	23.044	23.252	23.459
132	ikea	N234416	N6099980	23.666666	0.0	7	ikea N234416	9.917	10.054	10.192	10.329	10.467	10.604	10.742	10.879	11.017	11.154	11.292	11.429	11.567	11.704	11.842	11.979	12.117	12.254	12.392	12.529	12.667	12.804	12.942	13.079	13.217	13.354	13.492	13.629	13.767	13.904	14.042	14.179	14.317	14.454	14.592	14.729	14.867	15.004	15.142	15.279	15.417	15.554	15.692	15.829	15.967	16.104	16.242	16.379	16.517	16.654	16.792	16.929	17.067	17.204	17.342	17.479	17.617	17.754	17.892	18.029	18.167	18.304	18.442	18.579	18.717	18.854	18.992	19.129	19.267	19.404	19.542	19.679	19.817	19.954	20.092	20.229	20.367	20.504	20.642	20.779	20.917	21.054	21.192	21.329	21.467	21.604	21.742	21.879	22.017	22.154	22.292	22.429	22.567	22.704	22.842	22.979	23.117	23.254	23.392	23.529
131	ikea	N234416	N3896859	21.0	1.0	7	ikea N234416	6.667	6.81	6.953	7.097	7.24	7.383	7.527	7.67	7.813	7.957	8.1	8.243	8.387	8.53	8.673	8.817	8.96	9.103	9.247	9.39	9.533	9.677	9.82	9.963	10.107	10.25	10.393	10.537	10.68	10.823	10.967	11.11	11.253	11.397	11.54	11.683	11.827	11.97	12.113	12.257	12.4	12.543	12.687	12.83	12.973	13.117	13.26	13.403	13.547	13.69	13.833	13.977	14.12	14.263	14.407	14.55	14.693	14.837	14.98	15.123	15.267	15.41	15.553	15.697	15.84	15.983	16.127	16.27	16.413	16.557	16.7	16.843	16.987	17.13	17.273	17.417	17.56	17.703	17.847	17.99	18.133	18.277	18.42	18.563	18.707	18.85	18.993	19.137	19.28	19.423	19.567	19.71	19.853	19.997	20.14	20.283	20.427	20.57	20.713	20.857
97	ikea	N4631048	N6560058	22.166667999999998	0.0	38	ikea N4631048	8.917	9.049	9.182	9.314	9.447	9.579	9.712	9.844	9.977	10.109	10.242	10.374	10.507	10.639	10.772	10.904	11.037	11.169	11.302	11.434	11.567	11.699	11.832	11.964	12.097	12.229	12.362	12.494	12.627	12.759	12.892	13.024	13.157	13.289	13.422	13.554	13.687	13.819	13.952	14.084	14.217	14.349	14.482	14.614	14.747	14.879	15.012	15.144	15.277	15.409	15.542	15.674	15.807	15.939	16.072	16.204	16.337	16.469	16.602	16.734	16.867	16.999	17.132	17.264	17.397	17.529	17.662	17.794	17.927	18.059	18.192	18.324	18.457	18.589	18.722	18.854	18.987	19.119	19.252	19.384	19.517	19.649	19.782	19.914	20.047	20.179	20.312	20.444	20.577	20.709	20.842	20.974	21.107	21.239	21.372	21.504	21.637	21.769	21.902	22.034
82	ikea	N100354	N4486578	18.5	0.835443038	79	ikea N100354	3.875	4.021	4.168	4.314	4.46	4.606	4.752	4.899	5.045	5.191	5.338	5.484	5.63	5.776	5.922	6.069	6.215	6.361	6.508	6.654	6.8	6.946	7.092	7.239	7.385	7.531	7.678	7.824	7.97	8.116	8.262	8.409	8.555	8.701	8.848	8.994	9.14	9.286	9.433	9.579	9.725	9.871	10.018	10.164	10.31	10.456	10.603	10.749	10.895	11.041	11.188	11.334	11.48	11.626	11.772	11.919	12.065	12.211	12.357	12.504	12.65	12.796	12.942	13.089	13.235	13.381	13.528	13.674	13.82	13.966	14.112	14.259	14.405	14.551	14.697	14.844	14.99	15.136	15.282	15.429	15.575	15.721	15.868	16.014	16.16	16.306	16.452	16.599	16.745	16.891	17.038	17.184	17.33	17.476	17.623	17.769	17.915	18.061	18.208	18.354
