	world	node	child	value	prob	N	hash	dv_0.0	dv_0.01	dv_0.02	dv_0.03	dv_0.04	dv_0.05	dv_0.06	dv_0.07	dv_0.08	dv_0.09	dv_0.1	dv_0.11	dv_0.12	dv_0.13	dv_0.14	dv_0.15	dv_0.16	dv_0.17	dv_0.18	dv_0.19	dv_0.2	dv_0.21	dv_0.22	dv_0.23	dv_0.24	dv_0.25	dv_0.26	dv_0.27	dv_0.28	dv_0.29	dv_0.3	dv_0.31	dv_0.32	dv_0.33	dv_0.34	dv_0.35	dv_0.36	dv_0.37	dv_0.38	dv_0.39	dv_0.4	dv_0.41	dv_0.42	dv_0.43	dv_0.44	dv_0.45	dv_0.46	dv_0.47	dv_0.48	dv_0.49	dv_0.5	dv_0.51	dv_0.52	dv_0.53	dv_0.54	dv_0.55	dv_0.56	dv_0.57	dv_0.58	dv_0.59	dv_0.6	dv_0.61	dv_0.62	dv_0.63	dv_0.64	dv_0.65	dv_0.66	dv_0.67	dv_0.68	dv_0.69	dv_0.7	dv_0.71	dv_0.72	dv_0.73	dv_0.74	dv_0.75	dv_0.76	dv_0.77	dv_0.78	dv_0.79	dv_0.8	dv_0.81	dv_0.82	dv_0.83	dv_0.84	dv_0.85	dv_0.86	dv_0.87	dv_0.88	dv_0.89	dv_0.9	dv_0.91	dv_0.92	dv_0.93	dv_0.94	dv_0.95	dv_0.96	dv_0.97	dv_0.98	dv_0.99
194	lab	N2601690	N7646124	26.249997999999998	0.8947368420999999	19	lab N2601690	2.25	2.49	2.73	2.97	3.21	3.45	3.69	3.93	4.17	4.41	4.65	4.89	5.13	5.37	5.61	5.85	6.09	6.33	6.57	6.81	7.05	7.29	7.53	7.77	8.01	8.25	8.49	8.73	8.97	9.21	9.45	9.69	9.93	10.17	10.41	10.65	10.89	11.13	11.37	11.61	11.85	12.09	12.33	12.57	12.81	13.05	13.29	13.53	13.77	14.01	14.25	14.49	14.73	14.97	15.21	15.45	15.69	15.93	16.17	16.41	16.65	16.89	17.13	17.37	17.61	17.85	18.09	18.33	18.57	18.81	19.05	19.29	19.53	19.77	20.01	20.25	20.49	20.73	20.97	21.21	21.45	21.69	21.93	22.17	22.41	22.65	22.89	23.13	23.37	23.61	23.85	24.09	24.33	24.57	24.81	25.05	25.29	25.53	25.77	26.01
163	lab	N63617	N5745806	22.9	1.0	17	lab N63617	1.1	1.318	1.536	1.754	1.972	2.19	2.408	2.626	2.844	3.062	3.28	3.498	3.716	3.934	4.152	4.37	4.588	4.806	5.024	5.242	5.46	5.678	5.896	6.114	6.332	6.55	6.768	6.986	7.204	7.422	7.64	7.858	8.076	8.294	8.512	8.73	8.948	9.166	9.384	9.602	9.82	10.038	10.256	10.474	10.692	10.91	11.128	11.346	11.564	11.782	12.0	12.218	12.436	12.654	12.872	13.09	13.308	13.526	13.744	13.962	14.18	14.398	14.616	14.834	15.052	15.27	15.488	15.706	15.924	16.142	16.36	16.578	16.796	17.014	17.232	17.45	17.668	17.886	18.104	18.322	18.54	18.758	18.976	19.194	19.412	19.63	19.848	20.066	20.284	20.502	20.72	20.938	21.156	21.374	21.592	21.81	22.028	22.246	22.464	22.682
162	lab	N3633749	N9447532	23.777779000000002	0.0	13	lab N3633749	3.889	4.088	4.287	4.486	4.684	4.883	5.082	5.281	5.48	5.679	5.878	6.077	6.276	6.474	6.673	6.872	7.071	7.27	7.469	7.668	7.867	8.066	8.264	8.463	8.662	8.861	9.06	9.259	9.458	9.657	9.856	10.054	10.253	10.452	10.651	10.85	11.049	11.248	11.447	11.646	11.844	12.043	12.242	12.441	12.64	12.839	13.038	13.237	13.436	13.634	13.833	14.032	14.231	14.43	14.629	14.828	15.027	15.226	15.424	15.623	15.822	16.021	16.22	16.419	16.618	16.817	17.016	17.214	17.413	17.612	17.811	18.01	18.209	18.408	18.607	18.806	19.004	19.203	19.402	19.601	19.8	19.999	20.198	20.397	20.596	20.794	20.993	21.192	21.391	21.59	21.789	21.988	22.187	22.386	22.584	22.783	22.982	23.181	23.38	23.579
161	lab	N3633749	N2601690	23.777779000000002	1.0	13	lab N3633749	1.333	1.558	1.782	2.007	2.231	2.456	2.68	2.904	3.129	3.353	3.578	3.802	4.027	4.251	4.476	4.7	4.924	5.149	5.373	5.598	5.822	6.047	6.271	6.496	6.72	6.944	7.169	7.393	7.618	7.842	8.067	8.291	8.516	8.74	8.964	9.189	9.413	9.638	9.862	10.087	10.311	10.536	10.76	10.984	11.209	11.433	11.658	11.882	12.107	12.331	12.556	12.78	13.004	13.229	13.453	13.678	13.902	14.127	14.351	14.576	14.8	15.024	15.249	15.473	15.698	15.922	16.147	16.371	16.596	16.82	17.044	17.269	17.493	17.718	17.942	18.167	18.391	18.616	18.84	19.064	19.289	19.513	19.738	19.962	20.187	20.411	20.636	20.86	21.084	21.309	21.533	21.758	21.982	22.207	22.431	22.656	22.88	23.104	23.329	23.553
160	lab	N3633749	N752499	23.777777	0.0	13	lab N3633749	1.556	1.778	2.0	2.222	2.444	2.667	2.889	3.111	3.333	3.556	3.778	4.0	4.222	4.444	4.667	4.889	5.111	5.333	5.556	5.778	6.0	6.222	6.444	6.667	6.889	7.111	7.333	7.556	7.778	8.0	8.222	8.444	8.667	8.889	9.111	9.333	9.556	9.778	10.0	10.222	10.444	10.667	10.889	11.111	11.333	11.556	11.778	12.0	12.222	12.444	12.667	12.889	13.111	13.333	13.556	13.778	14.0	14.222	14.444	14.667	14.889	15.111	15.333	15.556	15.778	16.0	16.222	16.444	16.667	16.889	17.111	17.333	17.556	17.778	18.0	18.222	18.444	18.667	18.889	19.111	19.333	19.556	19.778	20.0	20.222	20.444	20.667	20.889	21.111	21.333	21.556	21.778	22.0	22.222	22.444	22.667	22.889	23.111	23.333	23.556
193	lab	N2601690	N1930098	25.25	0.052631578899999996	19	lab N2601690	10.75	10.895	11.04	11.185	11.33	11.475	11.62	11.765	11.91	12.055	12.2	12.345	12.49	12.635	12.78	12.925	13.07	13.215	13.36	13.505	13.65	13.795	13.94	14.085	14.23	14.375	14.52	14.665	14.81	14.955	15.1	15.245	15.39	15.535	15.68	15.825	15.97	16.115	16.26	16.405	16.55	16.695	16.84	16.985	17.13	17.275	17.42	17.565	17.71	17.855	18.0	18.145	18.29	18.435	18.58	18.725	18.87	19.015	19.16	19.305	19.45	19.595	19.74	19.885	20.03	20.175	20.32	20.465	20.61	20.755	20.9	21.045	21.19	21.335	21.48	21.625	21.77	21.915	22.06	22.205	22.35	22.495	22.64	22.785	22.93	23.075	23.22	23.365	23.51	23.655	23.8	23.945	24.09	24.235	24.38	24.525	24.67	24.815	24.96	25.105
174	lab	N6747577	N7985505	23.5	1.0	14	lab N6747577	2.5	2.71	2.92	3.13	3.34	3.55	3.76	3.97	4.18	4.39	4.6	4.81	5.02	5.23	5.44	5.65	5.86	6.07	6.28	6.49	6.7	6.91	7.12	7.33	7.54	7.75	7.96	8.17	8.38	8.59	8.8	9.01	9.22	9.43	9.64	9.85	10.06	10.27	10.48	10.69	10.9	11.11	11.32	11.53	11.74	11.95	12.16	12.37	12.58	12.79	13.0	13.21	13.42	13.63	13.84	14.05	14.26	14.47	14.68	14.89	15.1	15.31	15.52	15.73	15.94	16.15	16.36	16.57	16.78	16.99	17.2	17.41	17.62	17.83	18.04	18.25	18.46	18.67	18.88	19.09	19.3	19.51	19.72	19.93	20.14	20.35	20.56	20.77	20.98	21.19	21.4	21.61	21.82	22.03	22.24	22.45	22.66	22.87	23.08	23.29
175	lab	N6747577	N1618589	25.5	0.0	14	lab N6747577	6.167	6.36	6.553	6.747	6.94	7.133	7.327	7.52	7.713	7.907	8.1	8.293	8.487	8.68	8.873	9.067	9.26	9.453	9.647	9.84	10.033	10.227	10.42	10.613	10.807	11.0	11.193	11.387	11.58	11.773	11.967	12.16	12.353	12.547	12.74	12.933	13.127	13.32	13.513	13.707	13.9	14.093	14.287	14.48	14.673	14.867	15.06	15.253	15.447	15.64	15.833	16.027	16.22	16.413	16.607	16.8	16.993	17.187	17.38	17.573	17.767	17.96	18.153	18.347	18.54	18.733	18.927	19.12	19.313	19.507	19.7	19.893	20.087	20.28	20.473	20.667	20.86	21.053	21.247	21.44	21.633	21.827	22.02	22.213	22.407	22.6	22.793	22.987	23.18	23.373	23.567	23.76	23.953	24.147	24.34	24.533	24.727	24.92	25.113	25.307
176	lab	N6747577	N7823548	27.833332000000002	0.0	14	lab N6747577	7.167	7.373	7.58	7.787	7.993	8.2	8.407	8.613	8.82	9.027	9.233	9.44	9.647	9.853	10.06	10.267	10.473	10.68	10.887	11.093	11.3	11.507	11.713	11.92	12.127	12.333	12.54	12.747	12.953	13.16	13.367	13.573	13.78	13.987	14.193	14.4	14.607	14.813	15.02	15.227	15.433	15.64	15.847	16.053	16.26	16.467	16.673	16.88	17.087	17.293	17.5	17.707	17.913	18.12	18.327	18.533	18.74	18.947	19.153	19.36	19.567	19.773	19.98	20.187	20.393	20.6	20.807	21.013	21.22	21.427	21.633	21.84	22.047	22.253	22.46	22.667	22.873	23.08	23.287	23.493	23.7	23.907	24.113	24.32	24.527	24.733	24.94	25.147	25.353	25.56	25.767	25.973	26.18	26.387	26.593	26.8	27.007	27.213	27.42	27.627
195	lab	N2601690	N124975	26.25	0.052631578899999996	19	lab N2601690	5.375	5.584	5.792	6.001	6.21	6.419	6.628	6.836	7.045	7.254	7.462	7.671	7.88	8.089	8.298	8.506	8.715	8.924	9.132	9.341	9.55	9.759	9.968	10.176	10.385	10.594	10.802	11.011	11.22	11.429	11.638	11.846	12.055	12.264	12.472	12.681	12.89	13.099	13.308	13.516	13.725	13.934	14.142	14.351	14.56	14.769	14.978	15.186	15.395	15.604	15.812	16.021	16.23	16.439	16.648	16.856	17.065	17.274	17.482	17.691	17.9	18.109	18.318	18.526	18.735	18.944	19.153	19.361	19.57	19.779	19.988	20.196	20.405	20.614	20.822	21.031	21.24	21.449	21.658	21.866	22.075	22.284	22.492	22.701	22.91	23.119	23.328	23.536	23.745	23.954	24.162	24.371	24.58	24.789	24.998	25.206	25.415	25.624	25.833	26.041
198	lab	N1113507	N8238657	26.42857	0.0	30	lab N1113507	13.429	13.559	13.689	13.819	13.949	14.079	14.209	14.339	14.469	14.599	14.729	14.859	14.989	15.119	15.249	15.379	15.509	15.639	15.769	15.899	16.029	16.159	16.289	16.419	16.549	16.679	16.809	16.939	17.069	17.199	17.329	17.459	17.589	17.719	17.849	17.979	18.109	18.239	18.369	18.499	18.629	18.759	18.889	19.019	19.149	19.279	19.409	19.539	19.669	19.799	19.929	20.059	20.189	20.319	20.449	20.579	20.709	20.839	20.969	21.099	21.229	21.359	21.489	21.619	21.749	21.879	22.009	22.139	22.269	22.399	22.529	22.659	22.789	22.919	23.049	23.179	23.309	23.439	23.569	23.699	23.829	23.959	24.089	24.219	24.349	24.479	24.609	24.739	24.869	24.999	25.129	25.259	25.389	25.519	25.649	25.779	25.909	26.039	26.169	26.299
199	lab	N1113507	N3936820	27.285713	1.0	30	lab N1113507	2.571	2.819	3.066	3.313	3.56	3.807	4.054	4.301	4.549	4.796	5.043	5.29	5.537	5.784	6.031	6.279	6.526	6.773	7.02	7.267	7.514	7.761	8.009	8.256	8.503	8.75	8.997	9.244	9.491	9.739	9.986	10.233	10.48	10.727	10.974	11.221	11.469	11.716	11.963	12.21	12.457	12.704	12.951	13.199	13.446	13.693	13.94	14.187	14.434	14.681	14.929	15.176	15.423	15.67	15.917	16.164	16.411	16.659	16.906	17.153	17.4	17.647	17.894	18.141	18.389	18.636	18.883	19.13	19.377	19.624	19.871	20.119	20.366	20.613	20.86	21.107	21.354	21.601	21.849	22.096	22.343	22.59	22.837	23.084	23.331	23.579	23.826	24.073	24.32	24.567	24.814	25.061	25.309	25.556	25.803	26.05	26.297	26.544	26.791	27.039
200	lab	N1113507	N661854	27.57143	0.0	30	lab N1113507	6.714	6.923	7.131	7.34	7.549	7.757	7.966	8.174	8.383	8.591	8.8	9.009	9.217	9.426	9.634	9.843	10.051	10.26	10.469	10.677	10.886	11.094	11.303	11.511	11.72	11.929	12.137	12.346	12.554	12.763	12.971	13.18	13.389	13.597	13.806	14.014	14.223	14.431	14.64	14.849	15.057	15.266	15.474	15.683	15.891	16.1	16.309	16.517	16.726	16.934	17.143	17.351	17.56	17.769	17.977	18.186	18.394	18.603	18.811	19.02	19.229	19.437	19.646	19.854	20.063	20.271	20.48	20.689	20.897	21.106	21.314	21.523	21.731	21.94	22.149	22.357	22.566	22.774	22.983	23.191	23.4	23.609	23.817	24.026	24.234	24.443	24.651	24.86	25.069	25.277	25.486	25.694	25.903	26.111	26.32	26.529	26.737	26.946	27.154	27.363
177	lab	N5745806	N1113507	24.222220999999998	0.9677419355	31	lab N5745806	3.667	3.872	4.078	4.283	4.489	4.694	4.9	5.106	5.311	5.517	5.722	5.928	6.133	6.339	6.544	6.75	6.956	7.161	7.367	7.572	7.778	7.983	8.189	8.394	8.6	8.806	9.011	9.217	9.422	9.628	9.833	10.039	10.244	10.45	10.656	10.861	11.067	11.272	11.478	11.683	11.889	12.094	12.3	12.506	12.711	12.917	13.122	13.328	13.533	13.739	13.944	14.15	14.356	14.561	14.767	14.972	15.178	15.383	15.589	15.794	16.0	16.206	16.411	16.617	16.822	17.028	17.233	17.439	17.644	17.85	18.056	18.261	18.467	18.672	18.878	19.083	19.289	19.494	19.7	19.906	20.111	20.317	20.522	20.728	20.933	21.139	21.344	21.55	21.756	21.961	22.167	22.372	22.578	22.783	22.989	23.194	23.4	23.606	23.811	24.017
165	lab	N63617	N2927853	23.9	0.0	17	lab N63617	2.9	3.11	3.32	3.53	3.74	3.95	4.16	4.37	4.58	4.79	5.0	5.21	5.42	5.63	5.84	6.05	6.26	6.47	6.68	6.89	7.1	7.31	7.52	7.73	7.94	8.15	8.36	8.57	8.78	8.99	9.2	9.41	9.62	9.83	10.04	10.25	10.46	10.67	10.88	11.09	11.3	11.51	11.72	11.93	12.14	12.35	12.56	12.77	12.98	13.19	13.4	13.61	13.82	14.03	14.24	14.45	14.66	14.87	15.08	15.29	15.5	15.71	15.92	16.13	16.34	16.55	16.76	16.97	17.18	17.39	17.6	17.81	18.02	18.23	18.44	18.65	18.86	19.07	19.28	19.49	19.7	19.91	20.12	20.33	20.54	20.75	20.96	21.17	21.38	21.59	21.8	22.01	22.22	22.43	22.64	22.85	23.06	23.27	23.48	23.69
201	lab	N7646124	N239923	27.42857	1.0	17	lab N7646124	2.714	2.961	3.209	3.456	3.703	3.95	4.197	4.444	4.691	4.939	5.186	5.433	5.68	5.927	6.174	6.421	6.669	6.916	7.163	7.41	7.657	7.904	8.151	8.399	8.646	8.893	9.14	9.387	9.634	9.881	10.129	10.376	10.623	10.87	11.117	11.364	11.611	11.859	12.106	12.353	12.6	12.847	13.094	13.341	13.589	13.836	14.083	14.33	14.577	14.824	15.071	15.319	15.566	15.813	16.06	16.307	16.554	16.801	17.049	17.296	17.543	17.79	18.037	18.284	18.531	18.779	19.026	19.273	19.52	19.767	20.014	20.261	20.509	20.756	21.003	21.25	21.497	21.744	21.991	22.239	22.486	22.733	22.98	23.227	23.474	23.721	23.969	24.216	24.463	24.71	24.957	25.204	25.451	25.699	25.946	26.193	26.44	26.687	26.934	27.181
203	lab	N7646124	N3814011	29.428573999999998	0.0	17	lab N7646124	7.286	7.507	7.729	7.95	8.171	8.393	8.614	8.836	9.057	9.279	9.5	9.721	9.943	10.164	10.386	10.607	10.829	11.05	11.271	11.493	11.714	11.936	12.157	12.379	12.6	12.821	13.043	13.264	13.486	13.707	13.929	14.15	14.371	14.593	14.814	15.036	15.257	15.479	15.7	15.921	16.143	16.364	16.586	16.807	17.029	17.25	17.471	17.693	17.914	18.136	18.357	18.579	18.8	19.021	19.243	19.464	19.686	19.907	20.129	20.35	20.571	20.793	21.014	21.236	21.457	21.679	21.9	22.121	22.343	22.564	22.786	23.007	23.229	23.45	23.671	23.893	24.114	24.336	24.557	24.779	25.0	25.221	25.443	25.664	25.886	26.107	26.329	26.55	26.771	26.993	27.214	27.436	27.657	27.879	28.1	28.321	28.543	28.764	28.986	29.207
159	lab	N3633749	N9315520	22.88889	0.0	13	lab N3633749	7.778	7.929	8.08	8.231	8.382	8.533	8.684	8.836	8.987	9.138	9.289	9.44	9.591	9.742	9.893	10.044	10.196	10.347	10.498	10.649	10.8	10.951	11.102	11.253	11.404	11.556	11.707	11.858	12.009	12.16	12.311	12.462	12.613	12.764	12.916	13.067	13.218	13.369	13.52	13.671	13.822	13.973	14.124	14.276	14.427	14.578	14.729	14.88	15.031	15.182	15.333	15.484	15.636	15.787	15.938	16.089	16.24	16.391	16.542	16.693	16.844	16.996	17.147	17.298	17.449	17.6	17.751	17.902	18.053	18.204	18.356	18.507	18.658	18.809	18.96	19.111	19.262	19.413	19.564	19.716	19.867	20.018	20.169	20.32	20.471	20.622	20.773	20.924	21.076	21.227	21.378	21.529	21.68	21.831	21.982	22.133	22.284	22.436	22.587	22.738
217	lab	N2539902	N5384883	38.0	0.0	1	lab N2539902	23.667	23.81	23.953	24.097	24.24	24.383	24.527	24.67	24.813	24.957	25.1	25.243	25.387	25.53	25.673	25.817	25.96	26.103	26.247	26.39	26.533	26.677	26.82	26.963	27.107	27.25	27.393	27.537	27.68	27.823	27.967	28.11	28.253	28.397	28.54	28.683	28.827	28.97	29.113	29.257	29.4	29.543	29.687	29.83	29.973	30.117	30.26	30.403	30.547	30.69	30.833	30.977	31.12	31.263	31.407	31.55	31.693	31.837	31.98	32.123	32.267	32.41	32.553	32.697	32.84	32.983	33.127	33.27	33.413	33.557	33.7	33.843	33.987	34.13	34.273	34.417	34.56	34.703	34.847	34.99	35.133	35.277	35.42	35.563	35.707	35.85	35.993	36.137	36.28	36.423	36.567	36.71	36.853	36.997	37.14	37.283	37.427	37.57	37.713	37.857
126	lab	N4538173	N2899302	21.545456	0.0	30	lab N4538173	2.455	2.645	2.836	3.027	3.218	3.409	3.6	3.791	3.982	4.173	4.364	4.555	4.745	4.936	5.127	5.318	5.509	5.7	5.891	6.082	6.273	6.464	6.655	6.845	7.036	7.227	7.418	7.609	7.8	7.991	8.182	8.373	8.564	8.755	8.945	9.136	9.327	9.518	9.709	9.9	10.091	10.282	10.473	10.664	10.855	11.045	11.236	11.427	11.618	11.809	12.0	12.191	12.382	12.573	12.764	12.955	13.145	13.336	13.527	13.718	13.909	14.1	14.291	14.482	14.673	14.864	15.055	15.245	15.436	15.627	15.818	16.009	16.2	16.391	16.582	16.773	16.964	17.155	17.345	17.536	17.727	17.918	18.109	18.3	18.491	18.682	18.873	19.064	19.255	19.445	19.636	19.827	20.018	20.209	20.4	20.591	20.782	20.973	21.164	21.355
43	lab	N8548928	N9935630	15.076923	0.4841269841	126	lab N8548928	2.308	2.435	2.563	2.691	2.818	2.946	3.074	3.202	3.329	3.457	3.585	3.712	3.84	3.968	4.095	4.223	4.351	4.478	4.606	4.734	4.862	4.989	5.117	5.245	5.372	5.5	5.628	5.755	5.883	6.011	6.138	6.266	6.394	6.522	6.649	6.777	6.905	7.032	7.16	7.288	7.415	7.543	7.671	7.798	7.926	8.054	8.182	8.309	8.437	8.565	8.692	8.82	8.948	9.075	9.203	9.331	9.458	9.586	9.714	9.842	9.969	10.097	10.225	10.352	10.48	10.608	10.735	10.863	10.991	11.118	11.246	11.374	11.502	11.629	11.757	11.885	12.012	12.14	12.268	12.395	12.523	12.651	12.778	12.906	13.034	13.162	13.289	13.417	13.545	13.672	13.8	13.928	14.055	14.183	14.311	14.438	14.566	14.694	14.822	14.949
127	lab	N4538173	N63617	21.72727	0.5666666667	30	lab N4538173	0.909	1.117	1.325	1.534	1.742	1.95	2.158	2.366	2.575	2.783	2.991	3.199	3.407	3.615	3.824	4.032	4.24	4.448	4.656	4.865	5.073	5.281	5.489	5.697	5.905	6.114	6.322	6.53	6.738	6.946	7.155	7.363	7.571	7.779	7.987	8.195	8.404	8.612	8.82	9.028	9.236	9.445	9.653	9.861	10.069	10.277	10.485	10.694	10.902	11.11	11.318	11.526	11.735	11.943	12.151	12.359	12.567	12.775	12.984	13.192	13.4	13.608	13.816	14.025	14.233	14.441	14.649	14.857	15.065	15.274	15.482	15.69	15.898	16.106	16.315	16.523	16.731	16.939	17.147	17.355	17.564	17.772	17.98	18.188	18.396	18.605	18.813	19.021	19.229	19.437	19.645	19.854	20.062	20.27	20.478	20.686	20.895	21.103	21.311	21.519
216	lab	N2539902	N3230902	34.666664000000004	1.0	1	lab N2539902	9.667	9.917	10.167	10.417	10.667	10.917	11.167	11.417	11.667	11.917	12.167	12.417	12.667	12.917	13.167	13.417	13.667	13.917	14.167	14.417	14.667	14.917	15.167	15.417	15.667	15.917	16.167	16.417	16.667	16.917	17.167	17.417	17.667	17.917	18.167	18.417	18.667	18.917	19.167	19.417	19.667	19.917	20.167	20.417	20.667	20.917	21.167	21.417	21.667	21.917	22.167	22.417	22.667	22.917	23.167	23.417	23.667	23.917	24.167	24.417	24.667	24.917	25.167	25.417	25.667	25.917	26.167	26.417	26.667	26.917	27.167	27.417	27.667	27.917	28.167	28.417	28.667	28.917	29.167	29.417	29.667	29.917	30.167	30.417	30.667	30.917	31.167	31.417	31.667	31.917	32.167	32.417	32.667	32.917	33.167	33.417	33.667	33.917	34.167	34.417
44	lab	N8548928	N2655524	15.692307000000001	0.2777777778	126	lab N8548928	1.154	1.299	1.445	1.59	1.735	1.881	2.026	2.172	2.317	2.462	2.608	2.753	2.898	3.044	3.189	3.335	3.48	3.625	3.771	3.916	4.062	4.207	4.352	4.498	4.643	4.788	4.934	5.079	5.225	5.37	5.515	5.661	5.806	5.952	6.097	6.242	6.388	6.533	6.678	6.824	6.969	7.115	7.26	7.405	7.551	7.696	7.842	7.987	8.132	8.278	8.423	8.568	8.714	8.859	9.005	9.15	9.295	9.441	9.586	9.732	9.877	10.022	10.168	10.313	10.458	10.604	10.749	10.895	11.04	11.185	11.331	11.476	11.622	11.767	11.912	12.058	12.203	12.348	12.494	12.639	12.785	12.93	13.075	13.221	13.366	13.512	13.657	13.802	13.948	14.093	14.238	14.384	14.529	14.675	14.82	14.965	15.111	15.256	15.402	15.547
45	lab	N8548928	N4538173	18.76923	0.2380952381	126	lab N8548928	1.308	1.482	1.657	1.832	2.006	2.181	2.355	2.53	2.705	2.879	3.054	3.228	3.403	3.578	3.752	3.927	4.102	4.276	4.451	4.625	4.8	4.975	5.149	5.324	5.498	5.673	5.848	6.022	6.197	6.372	6.546	6.721	6.895	7.07	7.245	7.419	7.594	7.768	7.943	8.118	8.292	8.467	8.642	8.816	8.991	9.165	9.34	9.515	9.689	9.864	10.038	10.213	10.388	10.562	10.737	10.912	11.086	11.261	11.435	11.61	11.785	11.959	12.134	12.308	12.483	12.658	12.832	13.007	13.182	13.356	13.531	13.705	13.88	14.055	14.229	14.404	14.578	14.753	14.928	15.102	15.277	15.452	15.626	15.801	15.975	16.15	16.325	16.499	16.674	16.848	17.023	17.198	17.372	17.547	17.722	17.896	18.071	18.245	18.42	18.595
125	lab	N4538173	N6476882	20.818182	0.0	30	lab N4538173	4.909	5.068	5.227	5.386	5.545	5.705	5.864	6.023	6.182	6.341	6.5	6.659	6.818	6.977	7.136	7.295	7.455	7.614	7.773	7.932	8.091	8.25	8.409	8.568	8.727	8.886	9.045	9.205	9.364	9.523	9.682	9.841	10.0	10.159	10.318	10.477	10.636	10.795	10.955	11.114	11.273	11.432	11.591	11.75	11.909	12.068	12.227	12.386	12.545	12.705	12.864	13.023	13.182	13.341	13.5	13.659	13.818	13.977	14.136	14.295	14.455	14.614	14.773	14.932	15.091	15.25	15.409	15.568	15.727	15.886	16.045	16.205	16.364	16.523	16.682	16.841	17.0	17.159	17.318	17.477	17.636	17.795	17.955	18.114	18.273	18.432	18.591	18.75	18.909	19.068	19.227	19.386	19.545	19.705	19.864	20.023	20.182	20.341	20.5	20.659
124	lab	N4538173	N3633749	20.636364	0.43333333329999996	30	lab N4538173	1.909	2.096	2.284	2.471	2.658	2.845	3.033	3.22	3.407	3.595	3.782	3.969	4.156	4.344	4.531	4.718	4.905	5.093	5.28	5.467	5.655	5.842	6.029	6.216	6.404	6.591	6.778	6.965	7.153	7.34	7.527	7.715	7.902	8.089	8.276	8.464	8.651	8.838	9.025	9.213	9.4	9.587	9.775	9.962	10.149	10.336	10.524	10.711	10.898	11.085	11.273	11.46	11.647	11.835	12.022	12.209	12.396	12.584	12.771	12.958	13.145	13.333	13.52	13.707	13.895	14.082	14.269	14.456	14.644	14.831	15.018	15.205	15.393	15.58	15.767	15.955	16.142	16.329	16.516	16.704	16.891	17.078	17.265	17.453	17.64	17.827	18.015	18.202	18.389	18.576	18.764	18.951	19.138	19.325	19.513	19.7	19.887	20.075	20.262	20.449
80	lab	N9935630	N9994475	18.444445	0.6721311475	61	lab N9935630	2.556	2.714	2.873	3.032	3.191	3.35	3.509	3.668	3.827	3.986	4.144	4.303	4.462	4.621	4.78	4.939	5.098	5.257	5.416	5.574	5.733	5.892	6.051	6.21	6.369	6.528	6.687	6.846	7.004	7.163	7.322	7.481	7.64	7.799	7.958	8.117	8.276	8.434	8.593	8.752	8.911	9.07	9.229	9.388	9.547	9.706	9.864	10.023	10.182	10.341	10.5	10.659	10.818	10.977	11.136	11.294	11.453	11.612	11.771	11.93	12.089	12.248	12.407	12.566	12.724	12.883	13.042	13.201	13.36	13.519	13.678	13.837	13.996	14.154	14.313	14.472	14.631	14.79	14.949	15.108	15.267	15.426	15.584	15.743	15.902	16.061	16.22	16.379	16.538	16.697	16.856	17.014	17.173	17.332	17.491	17.65	17.809	17.968	18.127	18.286
81	lab	N9935630	N7839123	19.777779000000002	0.3278688525	61	lab N9935630	2.778	2.948	3.118	3.288	3.458	3.628	3.798	3.968	4.138	4.308	4.478	4.648	4.818	4.988	5.158	5.328	5.498	5.668	5.838	6.008	6.178	6.348	6.518	6.688	6.858	7.028	7.198	7.368	7.538	7.708	7.878	8.048	8.218	8.388	8.558	8.728	8.898	9.068	9.238	9.408	9.578	9.748	9.918	10.088	10.258	10.428	10.598	10.768	10.938	11.108	11.278	11.448	11.618	11.788	11.958	12.128	12.298	12.468	12.638	12.808	12.978	13.148	13.318	13.488	13.658	13.828	13.998	14.168	14.338	14.508	14.678	14.848	15.018	15.188	15.358	15.528	15.698	15.868	16.038	16.208	16.378	16.548	16.718	16.888	17.058	17.228	17.398	17.568	17.738	17.908	18.078	18.248	18.418	18.588	18.758	18.928	19.098	19.268	19.438	19.608
17	labyrinth3	N8899359	N5316967	13.090910000000001	0.380952381	126	labyrinth3 N8899359	3.636	3.731	3.825	3.92	4.015	4.109	4.204	4.298	4.393	4.487	4.582	4.676	4.771	4.865	4.96	5.055	5.149	5.244	5.338	5.433	5.527	5.622	5.716	5.811	5.905	6.0	6.095	6.189	6.284	6.378	6.473	6.567	6.662	6.756	6.851	6.945	7.04	7.135	7.229	7.324	7.418	7.513	7.607	7.702	7.796	7.891	7.985	8.08	8.175	8.269	8.364	8.458	8.553	8.647	8.742	8.836	8.931	9.025	9.12	9.215	9.309	9.404	9.498	9.593	9.687	9.782	9.876	9.971	10.065	10.16	10.255	10.349	10.444	10.538	10.633	10.727	10.822	10.916	11.011	11.105	11.2	11.295	11.389	11.484	11.578	11.673	11.767	11.862	11.956	12.051	12.145	12.24	12.335	12.429	12.524	12.618	12.713	12.807	12.902	12.996
